duration,episode,episode_reward,step
7.348496198654175,235.0,399.0,117500
7.375351190567017,236.0,302.0,118000
7.42914605140686,237.0,294.0,118500
7.201541185379028,238.0,351.0,119000
7.089270114898682,239.0,223.0,119500
7.10755729675293,240.0,405.0,120000
7.1340861320495605,241.0,166.0,120500
7.053614854812622,242.0,280.0,121000
7.081094980239868,243.0,454.0,121500
7.058310031890869,244.0,125.0,122000
7.076349973678589,245.0,308.0,122500
7.066196918487549,246.0,399.0,123000
7.021574974060059,247.0,9.0,123500
7.059583902359009,248.0,354.0,124000
7.058109998703003,249.0,285.0,124500
7.4770050048828125,250.0,380.0,125000
7.380522966384888,251.0,354.0,125500
7.194238901138306,252.0,364.0,126000
7.107706308364868,253.0,256.0,126500
7.106843948364258,254.0,94.0,127000
7.118887901306152,255.0,260.0,127500
7.094486236572266,256.0,301.0,128000
7.065272092819214,257.0,240.0,128500
7.067296028137207,258.0,198.0,129000
7.052084922790527,259.0,241.0,129500
7.100532054901123,260.0,216.0,130000
7.264776945114136,261.0,204.0,130500
7.074792861938477,262.0,56.0,131000
7.094876050949097,263.0,74.0,131500
7.241305828094482,264.0,90.0,132000
7.3613600730896,265.0,104.0,132500
7.1450958251953125,266.0,72.0,133000
7.159888982772827,267.0,75.0,133500
7.14754581451416,268.0,100.0,134000
7.13683009147644,269.0,170.0,134500
7.111814975738525,270.0,183.0,135000
7.173846006393433,271.0,95.0,135500
7.135504245758057,272.0,126.0,136000
7.140286922454834,273.0,295.0,136500
7.0974719524383545,274.0,107.0,137000
7.314701795578003,275.0,298.0,137500
7.13329005241394,276.0,198.0,138000
7.109400987625122,277.0,48.0,138500
7.1191020011901855,278.0,438.0,139000
7.103833198547363,279.0,268.0,139500
7.121044158935547,280.0,294.0,140000
7.171662092208862,281.0,364.0,140500
7.108252048492432,282.0,340.0,141000
7.133331060409546,283.0,227.0,141500
7.088843107223511,284.0,280.0,142000
7.058588027954102,285.0,225.0,142500
7.269070148468018,286.0,268.0,143000
7.5695531368255615,287.0,243.0,143500
7.433414697647095,288.0,199.0,144000
7.247083902359009,289.0,286.0,144500
7.132684946060181,290.0,376.0,145000
7.112356901168823,291.0,242.0,145500
7.059720039367676,292.0,238.0,146000
7.125414133071899,293.0,180.0,146500
7.06550407409668,294.0,205.0,147000
7.083635330200195,295.0,192.0,147500
7.087173223495483,296.0,299.0,148000
7.127715110778809,297.0,308.0,148500
7.093804121017456,298.0,388.0,149000
7.077192068099976,299.0,400.0,149500
7.159264087677002,300.0,366.0,150000
7.156129837036133,301.0,279.0,150500
7.276295900344849,302.0,235.0,151000
7.106737852096558,303.0,359.0,151500
7.081957101821899,304.0,155.0,152000
7.1853978633880615,305.0,237.0,152500
7.42238187789917,306.0,212.0,153000
7.449748277664185,307.0,154.0,153500
7.493691921234131,308.0,273.0,154000
7.396942853927612,309.0,211.0,154500
7.485609769821167,310.0,207.0,155000
7.520936965942383,311.0,199.0,155500
7.189956903457642,312.0,316.0,156000
7.408090829849243,313.0,160.0,156500
7.197826862335205,314.0,146.0,157000
7.123124122619629,315.0,275.0,157500
7.177716970443726,316.0,189.0,158000
7.157380819320679,317.0,280.0,158500
7.1424548625946045,318.0,157.0,159000
7.131999969482422,319.0,179.0,159500
7.243592977523804,320.0,118.0,160000
7.153033018112183,321.0,59.0,160500
7.154626846313477,322.0,135.0,161000
7.099026918411255,323.0,163.0,161500
7.2404210567474365,324.0,175.0,162000
7.077012062072754,325.0,149.0,162500
7.183827877044678,326.0,181.0,163000
7.120218753814697,327.0,208.0,163500
7.13988471031189,328.0,135.0,164000
7.126187086105347,329.0,161.0,164500
7.115938901901245,330.0,173.0,165000
7.117309093475342,331.0,168.0,165500
7.24634575843811,332.0,144.0,166000
7.12639307975769,333.0,224.0,166500
7.257572889328003,334.0,154.0,167000
7.173940896987915,335.0,229.0,167500
7.137728929519653,336.0,198.0,168000
7.131920099258423,337.0,78.0,168500
7.230459690093994,338.0,178.0,169000
7.185962200164795,339.0,68.0,169500
7.258496046066284,340.0,109.0,170000
7.195676803588867,341.0,273.0,170500
7.1786580085754395,342.0,234.0,171000
7.166826963424683,343.0,96.0,171500
7.180085897445679,344.0,327.0,172000
7.208542108535767,345.0,218.0,172500
7.139611005783081,346.0,218.0,173000
7.122040748596191,347.0,267.0,173500
7.268362045288086,348.0,175.0,174000
7.4687888622283936,349.0,259.0,174500
7.591846227645874,350.0,236.0,175000
7.411883115768433,351.0,305.0,175500
7.429363012313843,352.0,211.0,176000
7.420778036117554,353.0,303.0,176500
7.086132049560547,354.0,328.0,177000
7.068198204040527,355.0,303.0,177500
7.136183023452759,356.0,321.0,178000
7.043717861175537,357.0,322.0,178500
7.040177822113037,358.0,298.0,179000
7.345034122467041,359.0,337.0,179500
7.349974155426025,360.0,351.0,180000
7.198696136474609,361.0,413.0,180500
7.115793228149414,362.0,315.0,181000
7.116022109985352,363.0,316.0,181500
7.095432758331299,364.0,186.0,182000
7.135996103286743,365.0,271.0,182500
7.080519914627075,366.0,281.0,183000
7.104151010513306,367.0,159.0,183500
7.061021327972412,368.0,95.0,184000
7.042530059814453,369.0,146.0,184500
7.069343090057373,370.0,193.0,185000
7.262653112411499,371.0,126.0,185500
7.05007791519165,372.0,310.0,186000
7.089143991470337,373.0,99.0,186500
7.037780046463013,374.0,109.0,187000
7.061654090881348,375.0,165.0,187500
8.400601148605347,376.0,210.0,188000
7.515667915344238,377.0,250.0,188500
7.162347078323364,378.0,117.0,189000
7.2833411693573,379.0,150.0,189500
7.202081918716431,380.0,161.0,190000
7.229582071304321,381.0,150.0,190500
7.240978002548218,382.0,162.0,191000
7.162312984466553,383.0,76.0,191500
7.1821510791778564,384.0,182.0,192000
7.261446237564087,385.0,115.0,192500
7.251179933547974,386.0,239.0,193000
7.409977912902832,387.0,131.0,193500
7.121730089187622,388.0,52.0,194000
7.162905931472778,389.0,107.0,194500
7.149280071258545,390.0,265.0,195000
7.126587152481079,391.0,380.0,195500
7.163055896759033,392.0,246.0,196000
7.129693031311035,393.0,410.0,196500
7.1317219734191895,394.0,412.0,197000
7.166748046875,395.0,442.0,197500
7.414561986923218,396.0,390.0,198000
7.421004056930542,397.0,351.0,198500
7.409524917602539,398.0,320.0,199000
7.341269016265869,399.0,231.0,199500
7.149147033691406,400.0,46.0,200000
7.182384014129639,401.0,284.0,200500
7.129995107650757,402.0,278.0,201000
7.222656011581421,403.0,449.0,201500
7.16270112991333,404.0,443.0,202000
7.137327194213867,405.0,351.0,202500
7.141939163208008,406.0,452.0,203000
7.130218029022217,407.0,464.0,203500
7.114695072174072,408.0,428.0,204000
7.178436756134033,409.0,244.0,204500
7.169227123260498,410.0,353.0,205000
7.220924139022827,411.0,426.0,205500
7.191787004470825,412.0,299.0,206000
7.161196231842041,413.0,281.0,206500
7.544373989105225,414.0,108.0,207000
7.120427846908569,415.0,347.0,207500
7.135823965072632,416.0,335.0,208000
7.136697053909302,417.0,292.0,208500
7.103608846664429,418.0,329.0,209000
7.128098964691162,419.0,150.0,209500
7.1772239208221436,420.0,364.0,210000
7.147047758102417,421.0,260.0,210500
7.127660036087036,422.0,281.0,211000
7.088760137557983,423.0,353.0,211500
7.164624929428101,424.0,232.0,212000
7.0663979053497314,425.0,376.0,212500
7.103770971298218,426.0,336.0,213000
7.055161237716675,427.0,407.0,213500
7.063138008117676,428.0,439.0,214000
7.070987939834595,429.0,270.0,214500
7.122185945510864,430.0,333.0,215000
7.0565080642700195,431.0,250.0,215500
7.043797016143799,432.0,418.0,216000
7.086641788482666,433.0,328.0,216500
7.053147077560425,434.0,396.0,217000
7.078947067260742,435.0,398.0,217500
7.0690882205963135,436.0,339.0,218000
7.074981927871704,437.0,137.0,218500
7.042432069778442,438.0,200.0,219000
7.310149908065796,439.0,70.0,219500
7.099829912185669,440.0,184.0,220000
7.1224400997161865,441.0,137.0,220500
7.113901138305664,442.0,218.0,221000
7.108230113983154,443.0,139.0,221500
7.115768194198608,444.0,191.0,222000
7.273877143859863,445.0,118.0,222500
7.107154846191406,446.0,196.0,223000
7.1239306926727295,447.0,39.0,223500
7.133537769317627,448.0,82.0,224000
7.180692911148071,449.0,185.0,224500
7.25219988822937,450.0,238.0,225000
7.129231691360474,451.0,150.0,225500
7.144072771072388,452.0,167.0,226000
7.271459102630615,453.0,215.0,226500
7.139588117599487,454.0,228.0,227000
7.181935787200928,455.0,187.0,227500
7.155218124389648,456.0,206.0,228000
7.156193017959595,457.0,150.0,228500
7.173696041107178,458.0,164.0,229000
7.136583089828491,459.0,179.0,229500
7.142657041549683,460.0,235.0,230000
7.24149489402771,461.0,221.0,230500
7.1242780685424805,462.0,56.0,231000
7.129880905151367,463.0,156.0,231500
7.08505916595459,464.0,116.0,232000
7.110573053359985,465.0,198.0,232500
7.072101831436157,466.0,104.0,233000
7.156300067901611,467.0,146.0,233500
7.102777004241943,468.0,196.0,234000
7.121462106704712,469.0,171.0,234500
7.374250888824463,470.0,189.0,235000
7.432904243469238,471.0,197.0,235500
7.418348789215088,472.0,219.0,236000
7.405663013458252,473.0,214.0,236500
7.398993015289307,474.0,189.0,237000
7.4310479164123535,475.0,211.0,237500
7.279825925827026,476.0,236.0,238000
7.181111097335815,477.0,223.0,238500
7.137693166732788,478.0,238.0,239000
7.111656904220581,479.0,251.0,239500
7.170388221740723,480.0,187.0,240000
7.2308349609375,481.0,222.0,240500
7.148329019546509,482.0,197.0,241000
7.156882047653198,483.0,132.0,241500
7.214864015579224,484.0,138.0,242000
7.1785619258880615,485.0,211.0,242500
7.187537908554077,486.0,210.0,243000
7.252373933792114,487.0,186.0,243500
7.51386284828186,488.0,161.0,244000
7.127921104431152,489.0,155.0,244500
7.170149803161621,490.0,154.0,245000
7.216090679168701,491.0,239.0,245500
7.127020835876465,492.0,240.0,246000
7.140265226364136,493.0,211.0,246500
7.241127967834473,494.0,117.0,247000
7.113246917724609,495.0,173.0,247500
7.164682865142822,496.0,47.0,248000
7.145945072174072,497.0,230.0,248500
7.251657009124756,498.0,239.0,249000
7.153879880905151,499.0,225.0,249500
7.169694900512695,500.0,245.0,250000
7.095487117767334,501.0,306.0,250500
7.152436017990112,502.0,12.0,251000
7.1499879360198975,503.0,177.0,251500
7.150867223739624,504.0,265.0,252000
7.127611875534058,505.0,113.0,252500
7.139153003692627,506.0,107.0,253000
7.160414934158325,507.0,141.0,253500
7.17809271812439,508.0,256.0,254000
7.138541221618652,509.0,200.0,254500
7.189618825912476,510.0,143.0,255000
7.139744997024536,511.0,134.0,255500
7.20574688911438,512.0,210.0,256000
7.437424898147583,513.0,200.0,256500
7.160401105880737,514.0,199.0,257000
7.180015802383423,515.0,224.0,257500
7.1229400634765625,516.0,261.0,258000
7.19286322593689,517.0,250.0,258500
7.166035890579224,518.0,223.0,259000
7.140229225158691,519.0,267.0,259500
7.137806177139282,520.0,213.0,260000
7.205251216888428,521.0,227.0,260500
7.161144971847534,522.0,232.0,261000
7.213698863983154,523.0,239.0,261500
7.316515207290649,524.0,206.0,262000
7.216278076171875,525.0,214.0,262500
7.171893119812012,526.0,288.0,263000
7.255145072937012,527.0,253.0,263500
7.240900993347168,528.0,253.0,264000
7.2085120677948,529.0,198.0,264500
7.173933982849121,530.0,215.0,265000
7.246042966842651,531.0,276.0,265500
7.170224189758301,532.0,215.0,266000
7.154882192611694,533.0,220.0,266500
7.140589237213135,534.0,244.0,267000
7.2637879848480225,535.0,238.0,267500
7.148894786834717,536.0,192.0,268000
7.127754211425781,537.0,185.0,268500
7.121078014373779,538.0,34.0,269000
7.238403081893921,539.0,58.0,269500
7.223401069641113,540.0,60.0,270000
7.2390830516815186,541.0,55.0,270500
7.131577968597412,542.0,20.0,271000
7.059156179428101,543.0,20.0,271500
7.164783954620361,544.0,3.0,272000
7.1272499561309814,545.0,59.0,272500
7.1549601554870605,546.0,42.0,273000
7.159565687179565,547.0,80.0,273500
7.088741779327393,548.0,112.0,274000
7.182726144790649,549.0,31.0,274500
7.221767902374268,550.0,70.0,275000
7.139249801635742,551.0,31.0,275500
7.191273927688599,552.0,65.0,276000
7.145557880401611,553.0,34.0,276500
7.153605699539185,554.0,79.0,277000
7.150703191757202,555.0,20.0,277500
7.1709020137786865,556.0,123.0,278000
7.11814284324646,557.0,148.0,278500
7.851412057876587,558.0,43.0,279000
7.223819017410278,559.0,249.0,279500
7.177052736282349,560.0,57.0,280000
7.205615043640137,561.0,345.0,280500
7.785136938095093,562.0,356.0,281000
7.176584959030151,563.0,424.0,281500
7.1717588901519775,564.0,427.0,282000
7.147929668426514,565.0,345.0,282500
7.09275221824646,566.0,178.0,283000
7.1648030281066895,567.0,405.0,283500
7.2738611698150635,568.0,213.0,284000
7.1454339027404785,569.0,336.0,284500
7.1234941482543945,570.0,327.0,285000
7.068757057189941,571.0,320.0,285500
7.207237720489502,572.0,215.0,286000
7.095702886581421,573.0,266.0,286500
7.198642015457153,574.0,305.0,287000
7.348060846328735,575.0,261.0,287500
7.604129076004028,576.0,6.0,288000
7.4139769077301025,577.0,165.0,288500
7.352288007736206,578.0,156.0,289000
7.14360499382019,579.0,104.0,289500
7.187576055526733,580.0,200.0,290000
7.1678009033203125,581.0,46.0,290500
7.145460844039917,582.0,97.0,291000
7.37531590461731,583.0,29.0,291500
7.366678953170776,584.0,37.0,292000
7.338932991027832,585.0,50.0,292500
7.288485765457153,586.0,37.0,293000
7.216165781021118,587.0,93.0,293500
7.1408469676971436,588.0,113.0,294000
7.174042701721191,589.0,68.0,294500
7.115283966064453,590.0,116.0,295000
7.146898031234741,591.0,152.0,295500
7.081391096115112,592.0,165.0,296000
7.150392055511475,593.0,9.0,296500
7.220854759216309,594.0,210.0,297000
7.088904142379761,595.0,66.0,297500
7.161958932876587,596.0,11.0,298000
7.135626792907715,597.0,126.0,298500
7.131458044052124,598.0,190.0,299000
7.108251094818115,599.0,422.0,299500
7.110310792922974,600.0,6.0,300000
7.158397912979126,601.0,337.0,300500
7.144216060638428,602.0,137.0,301000
7.110068082809448,603.0,141.0,301500
7.081655740737915,604.0,236.0,302000
7.153770208358765,605.0,54.0,302500
7.067461013793945,606.0,366.0,303000
7.076364755630493,607.0,171.0,303500
7.103359937667847,608.0,278.0,304000
7.126183748245239,609.0,293.0,304500
7.10976505279541,610.0,177.0,305000
7.037333011627197,611.0,428.0,305500
7.08060097694397,612.0,127.0,306000
7.6554038524627686,613.0,378.0,306500
8.347874164581299,614.0,267.0,307000
8.24482774734497,615.0,223.0,307500
7.394472360610962,616.0,137.0,308000
7.882933139801025,617.0,192.0,308500
8.20792007446289,618.0,376.0,309000
8.263171672821045,619.0,195.0,309500
7.766546964645386,620.0,284.0,310000
7.247227668762207,621.0,312.0,310500
7.163413047790527,622.0,314.0,311000
7.1898720264434814,623.0,222.0,311500
7.1523542404174805,624.0,269.0,312000
7.483644008636475,625.0,201.0,312500
7.3482749462127686,626.0,289.0,313000
7.284008979797363,627.0,369.0,313500
7.371469020843506,628.0,293.0,314000
7.392514228820801,629.0,319.0,314500
7.366528034210205,630.0,415.0,315000
7.289403915405273,631.0,193.0,315500
7.394146203994751,632.0,294.0,316000
7.057542085647583,633.0,277.0,316500
7.052577972412109,634.0,396.0,317000
7.199416875839233,635.0,354.0,317500
7.42678689956665,636.0,292.0,318000
7.497554063796997,637.0,255.0,318500
7.220210075378418,638.0,239.0,319000
7.225588798522949,639.0,312.0,319500
7.336426019668579,640.0,295.0,320000
7.163569927215576,641.0,284.0,320500
7.113809108734131,642.0,308.0,321000
7.138623952865601,643.0,298.0,321500
7.102941274642944,644.0,328.0,322000
7.098628759384155,645.0,302.0,322500
7.116634130477905,646.0,324.0,323000
7.1511430740356445,647.0,267.0,323500
7.111454963684082,648.0,243.0,324000
7.0801239013671875,649.0,285.0,324500
7.192658185958862,650.0,295.0,325000
7.294302940368652,651.0,351.0,325500
7.080869197845459,652.0,75.0,326000
7.059511184692383,653.0,259.0,326500
7.279367923736572,654.0,148.0,327000
7.333537817001343,655.0,99.0,327500
7.139603137969971,656.0,276.0,328000
7.320336103439331,657.0,249.0,328500
7.362759828567505,658.0,186.0,329000
7.310199022293091,659.0,189.0,329500
7.225096940994263,660.0,111.0,330000
7.342890024185181,661.0,65.0,330500
7.494409084320068,662.0,176.0,331000
7.130510091781616,663.0,207.0,331500
7.08890700340271,664.0,187.0,332000
7.136991024017334,665.0,69.0,332500
7.270411968231201,666.0,60.0,333000
7.1316139698028564,667.0,117.0,333500
7.064882040023804,668.0,145.0,334000
7.269234895706177,669.0,75.0,334500
7.341585159301758,670.0,111.0,335000
7.314910888671875,671.0,84.0,335500
7.32289981842041,672.0,75.0,336000
7.396028757095337,673.0,82.0,336500
7.080491781234741,674.0,111.0,337000
7.131466865539551,675.0,134.0,337500
7.2511961460113525,676.0,145.0,338000
7.370927810668945,677.0,291.0,338500
7.357208251953125,678.0,179.0,339000
7.374840021133423,679.0,209.0,339500
7.424091100692749,680.0,189.0,340000
7.202721834182739,681.0,240.0,340500
7.1432578563690186,682.0,212.0,341000
7.111553192138672,683.0,142.0,341500
7.057500839233398,684.0,219.0,342000
7.084283113479614,685.0,186.0,342500
7.081095933914185,686.0,174.0,343000
7.2993080615997314,687.0,166.0,343500
7.462903022766113,688.0,132.0,344000
7.352457046508789,689.0,75.0,344500
7.091320037841797,690.0,251.0,345000
7.113030195236206,691.0,78.0,345500
7.102617025375366,692.0,175.0,346000
7.120985269546509,693.0,129.0,346500
7.203652858734131,694.0,120.0,347000
7.372902154922485,695.0,178.0,347500
7.350616931915283,696.0,153.0,348000
7.353225946426392,697.0,173.0,348500
7.36712384223938,698.0,156.0,349000
7.3590168952941895,699.0,162.0,349500
7.314742088317871,700.0,164.0,350000
7.160757064819336,701.0,135.0,350500
7.108170986175537,702.0,222.0,351000
7.243303060531616,703.0,113.0,351500
7.385655164718628,704.0,204.0,352000
7.39433217048645,705.0,189.0,352500
7.351794004440308,706.0,134.0,353000
7.324062347412109,707.0,153.0,353500
7.411965847015381,708.0,226.0,354000
7.444218873977661,709.0,170.0,354500
8.494339942932129,710.0,159.0,355000
7.559822082519531,711.0,64.0,355500
7.5984320640563965,712.0,109.0,356000
7.679512023925781,713.0,178.0,356500
7.552540063858032,714.0,141.0,357000
7.506477117538452,715.0,196.0,357500
7.694551706314087,716.0,205.0,358000
7.534085273742676,717.0,222.0,358500
7.16486930847168,718.0,195.0,359000
7.191611051559448,719.0,98.0,359500
7.0964460372924805,720.0,163.0,360000
7.145845890045166,721.0,188.0,360500
7.30889892578125,722.0,160.0,361000
7.139531135559082,723.0,164.0,361500
7.143985033035278,724.0,165.0,362000
7.245877027511597,725.0,167.0,362500
7.0930962562561035,726.0,211.0,363000
7.098552942276001,727.0,205.0,363500
7.116974115371704,728.0,175.0,364000
7.306272029876709,729.0,233.0,364500
7.343155860900879,730.0,113.0,365000
7.3684470653533936,731.0,147.0,365500
7.292202949523926,732.0,116.0,366000
7.305404901504517,733.0,17.0,366500
7.351794958114624,734.0,41.0,367000
7.369590759277344,735.0,88.0,367500
7.340937852859497,736.0,71.0,368000
7.317929983139038,737.0,128.0,368500
7.343063116073608,738.0,141.0,369000
7.517370223999023,739.0,109.0,369500
7.328521966934204,740.0,119.0,370000
7.252866983413696,741.0,152.0,370500
7.1499621868133545,742.0,151.0,371000
7.218231916427612,743.0,215.0,371500
7.408493280410767,744.0,219.0,372000
7.509082078933716,745.0,245.0,372500
7.2421629428863525,746.0,203.0,373000
7.203896760940552,747.0,237.0,373500
7.169613838195801,748.0,202.0,374000
7.123863935470581,749.0,230.0,374500
7.2978010177612305,750.0,215.0,375000
7.269446849822998,751.0,191.0,375500
