"episode","happy-moon-327","happy-moon-327__MIN","happy-moon-327__MAX","dry-smoke-325","dry-smoke-325__MIN","dry-smoke-325__MAX","easy-bee-324","easy-bee-324__MIN","easy-bee-324__MAX","atomic-cloud-322","atomic-cloud-322__MIN","atomic-cloud-322__MAX","sandy-pine-320","sandy-pine-320__MIN","sandy-pine-320__MAX"
"544","528.2978904251369","-30.404219149726337","1087","468.40959192466966","-150.18081615066066","1087","520.5722213518441","-45.855557296311794","1087","449.3352261025586","-188.32954779488287","1087","472.5554631595331","-141.88907368093385","1087"
"545","480.65290175382864","-127.69419649234268","1089","348.2155819135652","-392.5688361728697","1089","537.0723097731043","-14.855380453791486","1089","445.366253328497","-198.26749334300592","1089","517.7424970451763","-53.5150059096474","1089"
"546","509.1230488553846","-72.75390228923085","1091","508.5979804870982","-73.8040390258036","1091","536.4509945942158","-18.098010811568376","1091","526.2446821865166","-38.51063562696677","1091","527.6593623235588","-35.68127535288239","1091"
"547","506.34546709118985","-80.30906581762031","1093","524.4736148193701","-44.05277036125969","1093","494.2655037715475","-104.46899245690494","1093","418.769580796706","-255.46083840658792","1093","426.80960487625714","-239.38079024748572","1093"
"548","403.7707620824664","-287.45847583506725","1095","470.55570117608045","-153.8885976478391","1095","536.8417776519238","-21.316444696152377","1095","522.355243426187","-50.289513147625875","1095","537.729590803744","-19.540818392511973","1095"
"549","522.098986472681","-52.802027054637975","1097","497.5015068313097","-101.99698633738063","1097","543.4046399484216","-10.190720103156874","1097","452.52029042797164","-191.95941914405677","1097","465.8036423742058","-165.39271525158833","1097"
"550","331.2196673649342","-436.5606652701316","1099","478.08488233982786","-142.83023532034431","1099","524.1984920611341","-50.6030158777318","1099","464.14725215060747","-170.70549569878506","1099","521.2372314311715","-56.52553713765706","1099"
"551","522.6711186901724","-55.65776261965515","1101","450.44866353281935","-200.1026729343613","1101","539.6267038374257","-21.74659232514864","1101","498.31936493886434","-104.36127012227136","1101","507.27795026301595","-86.44409947396807","1101"
"552","495.67188144842277","-111.65623710315448","1103","476.99186432851513","-149.01627134296967","1103","508.7151477627308","-85.56970447453837","1103","450.55928331169173","-201.8814333766165","1103","516.2448822088762","-70.51023558224766","1103"
"553","345.557624808981","-413.8847503820379","1105","500.3642499331255","-104.27150013374897","1105","472.9330702278688","-159.13385954426235","1105","547.8391144533468","-9.321771093306277","1105","544.8136305005091","-15.37273899898162","1105"
"554","240.99174161181236","-625.0165167763753","1107","504.9961061564375","-97.007787687125","1107","545.7372176968058","-15.52556460638828","1107","534.4464292602393","-38.10714147952144","1107","549.9084958948232","-7.183008210353592","1107"
"555","357.7637880300398","-393.4724239399204","1109","536.3420335575152","-36.31593288496968","1109","539.2294355837984","-30.54112883240325","1109","532.5270393438093","-43.9459213123814","1109","533.1158734812765","-42.7682530374471","1109"
"556","476.76801548829826","-157.46396902340354","1111","532.9745275482037","-45.0509449035925","1111","413.18953373267243","-284.6209325346551","1111","371.1553987475665","-368.689202504867","1111","539.933686260635","-31.132627478730097","1111"
"557","472.3848312283035","-168.2303375433931","1113","464.7185524791489","-183.56289504170223","1113","476.4821638988285","-160.035672202343","1113","506.41442547573894","-100.17114904852214","1113","549.4113792663378","-14.177241467324281","1113"
"558","519.261540022202","-76.47691995559599","1115","509.8204836912518","-95.35903261749642","1115","516.4682813084452","-82.06343738310966","1115","526.35578785953","-62.288424280940106","1115","515.9555644483644","-83.0888711032712","1115"
"559","541.0283080561576","-34.94338388768491","1117","307.2460762544195","-502.507847491161","1117","524.2557589597205","-68.48848208055901","1117","292.3908104931658","-532.2183790136684","1117","540.4857492598827","-36.028501480234596","1117"
"560","480.9438933731261","-157.11221325374777","1119","438.59988639785837","-241.8002272042833","1119","545.18320494663","-28.633590106739984","1119","552.4511443222848","-14.097711355430507","1119","539.5141334797214","-39.97173304055711","1119"
"561","442.07238966517576","-236.85522066964847","1121","476.3870363656289","-168.22592726874225","1121","539.0364892597087","-42.92702148058275","1121","386.5776166318234","-347.8447667363532","1121","448.2142912959306","-224.5714174081388","1121"
"562","485.56286759967867","-151.8742648006427","1123","510.74336651683313","-101.51326696633372","1123","414.80128806002244","-293.39742387995506","1123","532.0291660746034","-58.94166785079316","1123","553.3557275600822","-16.28854487983568","1123"
"563","482.9431655403596","-159.11366891928083","1125","560.1279999024857","-4.7440001950285025","1125","522.8659559850919","-79.2680880298163","1125","553.348955234783","-18.302089530434028","1125","506.17626024779497","-112.64747950441","1125"
"564","449.94757791064245","-227.10484417871507","1127","502.2458235545435","-122.50835289091302","1127","527.0589498573078","-72.88210028538457","1127","550.236465728173","-26.527068543653925","1127","557.1361455308795","-12.727708938241094","1127"
"565","519.2895360968703","-90.42092780625951","1129","406.1590391047296","-316.6819217905409","1129","543.4493103403609","-42.101379319278195","1129","409.68048418006384","-309.6390316398723","1129","399.62641609844246","-329.7471678031151","1129"
"566","507.96801772289086","-115.06396455421832","1131","521.2679802915853","-88.46403941682927","1131","517.9406068301479","-95.11878633970427","1131","531.0303155261593","-68.9393689476814","1131","492.2754863976287","-146.4490272047426","1131"
"567","512.6225569231939","-107.75488615361228","1133","527.8942644027294","-77.21147119454132","1133","537.7988281147784","-57.40234377044316","1133","402.92110322508006","-327.15779354983994","1133","535.9189446641249","-61.162110671750206","1133"
"568","417.74118943164444","-299.51762113671106","1135","385.71487574018283","-363.5702485196344","1135","556.4947754847592","-22.01044903048171","1135","492.5076468145443","-149.9847063709115","1135","489.39890901166416","-156.20218197667162","1135"
"569","396.2139027716273","-344.5721944567454","1137","558.9463048361433","-19.107390327713397","1137","533.42394034399","-70.15211931202005","1137","463.00613471520967","-210.98773056958063","1137","528.1642166182966","-80.67156676340677","1137"
"570","529.0145849322973","-80.97083013540528","1139","501.4174106621333","-136.16517867573336","1139","473.02579930585574","-192.94840138828852","1139","502.02648927689364","-134.94702144621274","1139","554.5030030099108","-29.99399398017834","1139"
"571","106.24156784951106","-928.5168643009779","1141","471.40617611250707","-198.1876477749859","1141","313.65997570676586","-513.6800485864683","1141","356.16399877419417","-428.6720024516116","1141","564.0975222215375","-12.80495555692499","1141"
"572","542.4988626613571","-58.00227467728592","1143","549.5841799082837","-43.83164018343278","1143","320.1490646673327","-502.70187066533464","1143","493.1885415893941","-156.62291682121176","1143","559.6028601645186","-23.794279670962876","1143"
"573","189.39974867389498","-766.20050265221","1145","486.067890130445","-172.86421973911004","1145","548.7799253519197","-47.44014929616057","1145","446.52327677649373","-251.9534464470126","1145","560.7644350076581","-23.47112998468388","1145"
"574","496.12961265813743","-154.7407746837251","1147","492.69707519915744","-161.60584960168507","1147","358.86552690066344","-429.2689461986731","1147","393.7655229353559","-359.4689541292882","1147","542.9733252827153","-61.05334943456941","1147"
"575","489.7326983069024","-169.53460338619522","1149","562.5507132494881","-23.898573501023748","1149","506.26000454456573","-136.4799909108686","1149","411.08334040909085","-326.83331918181824","1149","554.0246318424647","-40.95073631507048","1149"
"576","401.2570733556758","-348.4858532886484","1151","473.77029164337665","-203.4594167132467","1151","557.5348351518957","-35.930329696208716","1151","448.37135903267597","-254.25728193464803","1151","353.42652154594765","-444.1469569081047","1151"
"577","207.47529216211427","-738.0494156757715","1153","550.9406941483815","-51.11861170323698","1153","567.3016901707044","-18.39661965859125","1153","504.6545225387083","-143.69095492258342","1153","520.8888301298097","-111.22233974038058","1153"
"578","372.52310719932075","-409.95378560135845","1155","523.3901581594861","-108.2196836810279","1155","566.6982704071961","-21.60345918560775","1155","364.2621632087173","-426.4756735825654","1155","557.4390379778898","-40.12192404422033","1155"
"579","570.3827713610654","-16.234457277869232","1157","494.00369350224366","-168.99261299551273","1157","573.663651689759","-9.672696620481858","1157","550.6905834068938","-55.6188331862125","1157","532.5145016386067","-91.97099672278665","1157"
"580","410.83973108212535","-337.3205378357493","1159","562.8380842073545","-33.32383158529086","1159","564.8611624738122","-29.277675052375553","1159","574.6574993260002","-9.685001347999638","1159","426.29966499679574","-306.4006700064085","1159"
"581","534.7680600541785","-91.46387989164303","1161","563.631639463049","-33.73672107390184","1161","575.2262261573198","-10.547547685360232","1161","541.1706987323412","-78.65860253531764","1161","558.155256531194","-44.68948693761195","1161"
"582","543.7882764027214","-75.4234471945571","1163","484.99122067830785","-193.01755864338435","1163","512.0898340147178","-138.8203319705644","1163","515.9400102702352","-131.11997945952953","1163","529.8840086961633","-103.2319826076735","1163"
"583","543.6831372999144","-77.63372540017113","1165","541.2714314882331","-82.45713702353373","1165","565.8460304280266","-33.30793914394695","1165","520.2246315418726","-124.55073691625492","1165","571.4534033620947","-22.093193275810485","1165"
"584","480.19211358979254","-206.61577282041492","1167","572.8876690761566","-21.22466184768682","1167","547.7478535200466","-71.50429295990678","1167","413.30993301515247","-340.38013396969507","1167","403.5022684130453","-359.9954631739095","1167"
"585","513.9374368644518","-141.12512627109643","1169","561.2456603315363","-46.50867933692742","1169","545.2605414551541","-78.47891708969185","1169","221.47164839795335","-726.0567032040933","1169","582.6674871163588","-3.6650257672825766","1169"
"586","553.2402381988779","-64.5195236022441","1171","472.55901350858596","-225.88197298282802","1171","564.9073180862405","-41.18536382751905","1171","491.218888143076","-188.56222371384794","1171","572.8935503920103","-25.212899215979373","1171"
"587","562.3763387283977","-48.247322543204575","1173","509.9235164331823","-153.15296713363543","1173","566.2275397993297","-40.54492040134045","1173","523.2153299508111","-126.56934009837778","1173","567.4923463508733","-38.01530729825348","1173"
"588","505.23685756406223","-164.52628487187556","1175","575.894179718415","-23.21164056317001","1175","470.95512618807385","-233.0897476238523","1175","573.9759466416924","-27.04810671661524","1175","520.114109967372","-134.77178006525614","1175"
"589","565.6755012559341","-45.64899748813173","1177","584.5232266478966","-7.953546704206598","1177","551.6708123458945","-73.65837530821094","1177","498.36645071893867","-180.26709856212264","1177","513.0179605630809","-150.96407887383816","1177"
"590","509.0944760266288","-160.81104794674238","1179","539.49969424178","-100.00061151643993","1179","568.090967563622","-42.818064872756","1179","315.5075101912211","-547.9849796175578","1179","555.9516368540434","-67.09672629191316","1179"
"591","559.291079772841","-62.417840454317904","1181","581.3686164118841","-18.26276717623186","1181","560.1256814393494","-60.7486371213012","1181","522.9166875409707","-135.16662491805877","1181","521.6807544563918","-137.63849108721635","1181"
"592","497.3135597878661","-188.37288042426775","1183","548.2934800610194","-86.41303987796111","1183","586.371491832632","-10.257016334735985","1183","427.3398206296498","-328.32035874070044","1183","507.78711325016565","-167.4257734996687","1183"
"593","465.8166972017891","-253.3666055964218","1185","490.3312786174446","-204.33744276511086","1185","558.0473096749164","-68.90538065016726","1185","559.429655003511","-66.14068999297785","1185","588.4399066559414","-8.120186688117112","1185"
"594","412.13550846384396","-362.7289830723121","1187","500.92469478896123","-185.15061042207753","1187","522.3707838408012","-142.25843231839767","1187","509.79610171635704","-167.4077965672859","1187","503.68859208446133","-179.6228158310773","1187"
"595","543.0739394332287","-102.85212113354257","1189","410.3500670943418","-368.2998658113164","1189","547.9126462024183","-93.17470759516343","1189","543.81441494266","-101.37117011467993","1189","546.7434433570168","-95.51311328596644","1189"
"596","379.2639786365062","-432.4720427269876","1191","568.3179538970978","-54.36409220580426","1191","580.6273431158426","-29.745313768314887","1191","336.9495206049431","-517.1009587901139","1191","548.9135275200977","-93.1729449598047","1191"
"597","551.0132098017845","-90.97358039643102","1193","493.66717603956477","-205.66564792087044","1193","556.5650211063398","-79.86995778732032","1193","569.8793556227955","-53.24128875440902","1193","418.11599658816624","-356.76800682366746","1193"
"598","500.3978088034918","-194.2043823930164","1195","525.359320848122","-144.28135830375595","1195","554.9249013652176","-85.15019726956491","1195","581.0771773942035","-32.845645211592995","1195","551.3593321882108","-92.28133562357826","1195"
"599","556.3954649112113","-84.20907017757726","1197","569.6143368137404","-57.77132637251937","1197","575.0574558396333","-46.88508832073332","1197","421.7737408462874","-353.4525183074251","1197","530.0021115898293","-136.99577682034152","1197"
