"episode","Group: Train_Rewards_simple_spread_if_load_meta:1 - _step","Group: Train_Rewards_simple_spread_if_load_meta:1 - _step__MIN","Group: Train_Rewards_simple_spread_if_load_meta:1 - _step__MAX","Group: Train_Rewards_simple_spread_if_load_meta:1 - train_rewards","Group: Train_Rewards_simple_spread_if_load_meta:1 - train_rewards__MIN","Group: Train_Rewards_simple_spread_if_load_meta:1 - train_rewards__MAX"
"368","735","735","735","-453.9308378747909","-561.807041616731","-295.28729537190844"
"369","737","737","737","-366.60584504513986","-411.7968651053126","-317.2748610632863"
"370","739","739","739","-381.2806319722694","-462.5251730594918","-278.4055825081854"
"371","741","741","741","-383.2901514933672","-580.9067013855371","-281.486068657794"
"372","743","743","743","-450.5911525224192","-619.537567210304","-282.4310180894548"
"373","745","745","745","-393.63740677333556","-540.623140649932","-336.83479553207434"
"374","747","747","747","-358.96146033371707","-484.53056994083687","-288.97991152393433"
"375","749","749","749","-398.5308559298496","-529.891988625151","-297.4991580457744"
"376","751","751","751","-388.7904190017304","-520.2009754312858","-276.2176504845232"
"377","753","753","753","-326.48271245102353","-398.680938986758","-295.67821368100306"
"378","755","755","755","-374.50448250372995","-520.4635063223308","-309.2871223434854"
"379","757","757","757","-323.3804803992809","-380.7059617567887","-284.5464571714669"
"380","759","759","759","-388.91996365055047","-571.6758014964262","-296.14766424025134"
"381","761","761","761","-345.06867964767594","-456.81577297873866","-286.2202346990321"
"382","763","763","763","-354.11491734546894","-484.84431283242236","-289.53287990851084"
"383","765","765","765","-380.93904821421364","-449.079598463578","-335.4285208399458"
"384","767","767","767","-358.35190967186406","-492.98747132512193","-287.8203988567923"
"385","769","769","769","-420.6700566536414","-481.0757163839129","-365.95129209806595"
"386","771","771","771","-406.3984478796448","-470.4617405872757","-307.85941754624645"
"387","773","773","773","-426.6195525538192","-496.2535992641615","-317.1627727735248"
"388","775","775","775","-386.07960674028","-542.0758809518909","-307.31183849664484"
"389","777","777","777","-348.7416877027619","-455.83178509510356","-275.09908782266007"
"390","779","779","779","-383.24762841830886","-513.9453751523738","-280.61538770211985"
"391","781","781","781","-393.0803431167737","-476.5507694476544","-318.02393751621446"
"392","783","783","783","-388.10462091453593","-443.99866415244855","-359.2423388001165"
"393","785","785","785","-312.9054727575501","-348.246244491908","-266.22355979763887"
"394","787","787","787","-421.89769364504826","-581.4759611869283","-307.9243954874585"
"395","789","789","789","-386.77318741498067","-496.7819249351573","-295.68499842621475"
"396","791","791","791","-370.4756886823683","-459.86201509118143","-317.4096341698613"
"397","793","793","793","-386.85186178633495","-590.1684819160947","-272.7493385815537"
"398","795","795","795","-378.9049737022997","-488.72476259991635","-298.8876009999524"
"399","797","797","797","-385.5666897771281","-443.4890039141053","-298.8387096545649"
"400","799","799","799","-416.8287102076216","-491.32771838612587","-332.24070778534997"
"401","801","801","801","-361.5501335107735","-441.1174690666403","-308.13438155546515"
"402","803","803","803","-348.53186427803473","-402.7647038296079","-279.6833358142063"
"403","805","805","805","-332.1772812825795","-360.6162372380735","-308.34176347198394"
"404","807","807","807","-418.7190795521004","-596.9106855445641","-257.7585278135207"
"405","809","809","809","-377.01419363155276","-470.23706714137836","-272.4978552847738"
"406","811","811","811","-439.90430343125433","-612.7610458048725","-325.64789381151127"
"407","813","813","813","-400.41745266886875","-528.4495546598991","-327.39489553191953"
"408","815","815","815","-360.18287489029683","-450.20080502274044","-252.8622208718346"
"409","817","817","817","-460.3298523162721","-497.6887076407649","-386.63257639333256"
"410","819","819","819","-412.7545010539134","-553.5254799618542","-320.08348602526326"
"411","821","821","821","-405.57859628386143","-479.08203951663984","-325.0881075894897"
"412","823","823","823","-361.017953494228","-459.84160897602715","-304.71212867523934"
"413","825","825","825","-474.17786485006206","-562.8258051299913","-367.4983323048108"
"414","827","827","827","-401.5825380524353","-548.1578537364813","-314.16515485342586"
"415","829","829","829","-340.38370944231957","-433.83915362275854","-297.3176330819154"
"416","831","831","831","-386.93737571807037","-500.5512292137073","-334.59147189961726"
"417","833","833","833","-372.7138993195339","-409.70686806593","-319.2793028330869"
"418","835","835","835","-392.53699196428886","-523.4402049248519","-281.34609271923927"
"419","837","837","837","-428.3554602924325","-517.4205163255629","-316.56477046245544"
"420","839","839","839","-382.98102988938797","-585.5314476957222","-277.6498558335406"
"421","841","841","841","-382.7112326569474","-548.8604355108419","-272.9299418927209"
"422","843","843","843","-404.171720679645","-524.9713180943618","-310.8273946242572"
"423","845","845","845","-385.1512329082565","-458.57331495951416","-351.23338316092503"
"424","847","847","847","-355.9516846400285","-445.1135675511137","-310.589598788622"
"425","849","849","849","-352.92570803169576","-570.7879047804252","-269.55216118636156"
"426","851","851","851","-398.3566506741284","-490.37995548147944","-289.94880429421363"
"427","853","853","853","-381.16092299491083","-620.0092636266434","-280.71081473538254"
"428","855","855","855","-395.5631945882649","-516.5321117882559","-329.04310729377744"
"429","857","857","857","-432.63881051396294","-637.2888497431193","-339.7692180448831"
"430","859","859","859","-384.41150335157056","-592.601571388902","-300.6980565726107"
"431","861","861","861","-402.7925388814968","-487.4206623602255","-306.91741704992955"
"432","863","863","863","-410.79214939683635","-480.2532056753384","-339.4415142394997"
"433","865","865","865","-409.4025385850478","-552.3577903772116","-292.77727092482064"
"434","867","867","867","-405.6014274633215","-480.81517672942425","-362.68386072113543"
"435","869","869","869","-396.3674710777136","-416.6613467826886","-362.25371563357595"
"436","871","871","871","-431.0484611337935","-552.2701498442497","-337.45813796277724"
"437","873","873","873","-372.326513983268","-417.38025919146736","-331.90167034525643"
"438","875","875","875","-359.6208041864628","-443.97271368982774","-290.9386840958054"
"439","877","877","877","-362.8155502569342","-573.2712520985793","-287.54546292021035"
"440","879","879","879","-352.1024954993269","-408.04816475713307","-303.3611797005185"
"441","881","881","881","-428.33750145735456","-521.0503220720043","-320.3320969722679"
"442","883","883","883","-410.16272435179434","-522.4936206472328","-329.3484520476103"
"443","885","885","885","-323.2186979603831","-391.62464614975363","-262.31155529233394"
"444","887","887","887","-423.1483495889488","-537.0110215823482","-317.2535778261329"
"445","889","889","889","-413.8389800484671","-585.4736794066816","-337.4143790269078"
"446","891","891","891","-384.4099512762374","-493.3340796270286","-299.68294912493593"
"447","893","893","893","-405.70985232299574","-573.3468514107067","-340.47654814345384"
"448","895","895","895","-362.90636548145784","-526.8268138985078","-266.70368518468496"
"449","897","897","897","-300.2207305049367","-330.24219860047003","-241.5697228619332"
"450","899","899","899","-345.8376976497167","-368.87179344231777","-316.83142337868065"
"451","901","901","901","-372.14643692828975","-404.90705977270187","-312.6837562761085"
"452","903","903","903","-360.3638732538404","-438.813950579495","-307.1873065488486"
"453","905","905","905","-368.9418143963193","-444.7618533217344","-295.46883925269657"
"454","907","907","907","-390.3429332551855","-518.8865279975389","-291.99421057408966"
"455","909","909","909","-337.0042167933789","-421.65245708604107","-291.69698912476645"
"456","911","911","911","-326.99119750527774","-388.4490741370929","-271.3760771232024"
"457","913","913","913","-387.93319927136133","-467.1273644282423","-291.50688510953"
"458","915","915","915","-399.9001866643322","-655.8972539745707","-316.46195203693634"
"459","917","917","917","-367.296203267684","-452.3290931529924","-288.3855558655556"
"460","919","919","919","-344.5936556492985","-467.98940660327787","-296.62043765377666"
"461","921","921","921","-360.76513384008206","-505.33191682439974","-301.2058195230331"
"462","923","923","923","-369.13799866282227","-422.0477195202894","-322.23567028444444"
"463","925","925","925","-417.8598709455008","-604.3875507354791","-350.7346814442425"
"464","927","927","927","-353.4626935786797","-426.3891348253047","-293.9824743440137"
"465","929","929","929","-433.71458914361284","-554.621908787074","-344.869737961166"
"466","931","931","931","-381.753715956464","-530.5106689951797","-247.40583566101728"
"467","933","933","933","-493.66844331812797","-758.8989097492948","-341.51330859695645"
"468","935","935","935","-362.10317419947506","-386.06899917799257","-342.49959156284365"
"469","937","937","937","-423.64320139923774","-518.9093339349643","-377.8962735563782"
"470","939","939","939","-323.0807421918215","-410.41487054851365","-277.80880491876775"
"471","941","941","941","-402.48334905238227","-519.5866511200883","-308.02544818947047"
"472","943","943","943","-381.0483698250728","-469.2486719311519","-307.88910372551743"
"473","945","945","945","-377.09976648449566","-548.2859647174864","-288.48796270068306"
"474","947","947","947","-325.5781092019609","-374.4512891173852","-289.52277788918656"
"475","949","949","949","-369.51103030795923","-450.4294696211233","-301.8569490312382"
"476","951","951","951","-328.56316018848474","-398.67408285482065","-277.8280397337714"
"477","953","953","953","-351.80423234936393","-393.2612882520595","-258.25640630315985"
"478","955","955","955","-381.8446486024035","-490.3421975043927","-273.11752033151276"
"479","957","957","957","-391.47106234700965","-449.6094259993141","-326.45025899397336"
"480","959","959","959","-368.11773435872027","-457.1524415079166","-262.0030653290785"
"481","961","961","961","-401.23272040610976","-506.69159570471976","-353.6256378485022"
"482","963","963","963","-360.13636559316336","-427.2543098231509","-300.1143714577073"
"483","965","965","965","-415.3445463629811","-505.6712719583909","-375.4122225673166"
"484","967","967","967","-407.1890296744453","-508.0840214857587","-307.5188062561837"
"485","969","969","969","-452.1884673270036","-586.8139136011066","-355.7630722680425"
"486","971","971","971","-413.6280990934247","-576.1293708900273","-314.81429719643273"
"487","973","973","973","-345.9424252504783","-396.4931611068292","-275.2404275083505"
"488","975","975","975","-419.3397041257114","-542.3126307104806","-309.8557383202051"
"489","977","977","977","-433.01129356998445","-514.955778742749","-349.7681756410913"
"490","979","979","979","-420.11902010692404","-487.1739076567141","-317.4068838954855"
"491","981","981","981","-336.59726515721366","-383.7949036950041","-300.8200667226192"
"492","983","983","983","-331.85853149980653","-351.65773361638503","-313.8939794920991"
"493","985","985","985","-360.86319534622436","-433.6551088522066","-307.6612172010923"
"494","987","987","987","-318.7056190021135","-350.26782981861606","-285.764429240335"
"495","989","989","989","-362.07419591334366","-394.2840092144732","-310.74978084248113"
"496","991","991","991","-402.0458605563851","-592.9178412576747","-312.959416979735"
"497","993","993","993","-331.3179881750067","-423.7059653245454","-301.7190160311359"
"498","995","995","995","-339.655827337463","-449.72875346301345","-241.90710221943556"
"499","997","997","997","-374.6852707127174","-415.66629135473664","-303.4734255007962"
"500","999","999","999","-387.3618245927834","-445.38932175381143","-302.503963990747"
"501","1001","1001","1001","-352.59944517565606","-382.15137623784625","-327.86803971002365"
"502","1003","1003","1003","-377.5854217893924","-440.0486558474115","-338.23199831010925"
"503","1005","1005","1005","-364.4644199304151","-530.0223149019405","-281.62018766656655"
"504","1007","1007","1007","-424.95442195058394","-506.5773851057666","-388.05331771655125"
"505","1009","1009","1009","-416.3124759275843","-535.1072051391886","-297.98534981866993"
"506","1011","1011","1011","-371.52540167390185","-404.49619590021337","-323.41969400090096"
"507","1013","1013","1013","-352.652944505145","-453.86695088624197","-258.7746087559367"
"508","1015","1015","1015","-323.1928866885657","-387.09878252185524","-252.2415846832493"
"509","1017","1017","1017","-370.68358877121887","-432.8606161419825","-336.1511477203959"
"510","1019","1019","1019","-342.08888249840595","-421.2218709749016","-274.00767683600196"
"511","1021","1021","1021","-382.2527172384512","-461.5984055931656","-329.71477061939424"
"512","1023","1023","1023","-344.80345863546773","-395.17609086061333","-257.3982892305616"
"513","1025","1025","1025","-321.55992957319813","-364.40133915346127","-271.76446562285037"
"514","1027","1027","1027","-320.3675090066018","-372.8182519045248","-266.7700271847254"
"515","1029","1029","1029","-380.47272880001975","-431.1399656143195","-360.87076576110167"
"516","1031","1031","1031","-390.270911356286","-457.13568300996457","-362.3746643519112"
"517","1033","1033","1033","-374.8368396016649","-567.0196439154306","-282.1637595057957"
"518","1035","1035","1035","-344.1973095821511","-422.5514543774847","-257.93937759568513"
"519","1037","1037","1037","-356.9601402644745","-446.86645464118783","-254.15353028986598"
"520","1039","1039","1039","-358.75155804272964","-438.804024594333","-321.39927127206977"
"521","1041","1041","1041","-396.2491179530299","-497.5019413603133","-324.03009755843715"
"522","1043","1043","1043","-389.5716672051578","-468.72899120465223","-312.0529048631446"
"523","1045","1045","1045","-327.5405855713533","-428.44855876759976","-276.8834492088763"
"524","1047","1047","1047","-373.3680995089628","-514.667580183223","-278.75677423612336"
"525","1049","1049","1049","-342.5118618267862","-366.92263232923995","-315.12878198698843"
"526","1051","1051","1051","-350.60962201085954","-393.7818103095972","-265.63377082322205"
"527","1053","1053","1053","-349.02035301092826","-414.0833452793786","-267.52452780065806"
"528","1055","1055","1055","-367.64195419688133","-390.34962152534905","-337.4841844377611"
"529","1057","1057","1057","-339.6264227645403","-423.53726616912644","-304.69535157963196"
"530","1059","1059","1059","-397.76652533758414","-464.6489945324775","-350.1654620032554"
"531","1061","1061","1061","-392.5766166039971","-452.7328005400965","-337.8279317776521"
"532","1063","1063","1063","-373.15251887402223","-420.2539003229832","-327.93571073609604"
"533","1065","1065","1065","-370.9425189839941","-506.59309423853614","-252.248668603776"
"534","1067","1067","1067","-387.59749900404535","-573.4295737571977","-263.90614683910735"
"535","1069","1069","1069","-359.91345055736764","-392.0589048432411","-314.11359877380386"
"536","1071","1071","1071","-396.8348174048403","-483.1319133234464","-342.12367590358997"
"537","1073","1073","1073","-304.0209030833521","-354.03119204737953","-252.53538299115178"
"538","1075","1075","1075","-345.9455586563415","-458.7941583478721","-254.39643954601112"
"539","1077","1077","1077","-373.8140821330404","-483.728582658747","-308.26964025651614"
"540","1079","1079","1079","-359.8423221147172","-469.08529139820774","-295.60035956163136"
"541","1081","1081","1081","-367.38104158445003","-525.0903493654105","-285.2280369786359"
"542","1083","1083","1083","-330.7462122575034","-380.3435004616137","-253.48435578625345"
"543","1085","1085","1085","-366.138361880404","-508.8562767193585","-305.8506570565455"
"544","1087","1087","1087","-414.4049322566352","-589.515588096825","-298.6890898426326"
"545","1089","1089","1089","-366.1870108885008","-462.3699446144461","-260.96111099402657"
"546","1091","1091","1091","-378.56272063414565","-482.59252112693855","-298.9775432030942"
"547","1093","1093","1093","-399.14770884821104","-501.1361134047315","-349.44674966678593"
"548","1095","1095","1095","-359.5739884198715","-477.6959026928125","-295.0591126021797"
"549","1097","1097","1097","-360.02589027512886","-405.16097497619836","-297.08341888467197"
"550","1099","1099","1099","-350.42738135269946","-396.87031349936535","-278.8614198343449"
"551","1101","1101","1101","-362.76568623678537","-462.78849211001886","-308.67439195284203"
"552","1103","1103","1103","-397.99467108338877","-631.3121334916588","-306.58226798604255"
"553","1105","1105","1105","-360.9599870694908","-406.9694022629245","-301.3946824653662"
"554","1107","1107","1107","-363.88072297596403","-471.25639818464225","-315.335510358802"
"555","1109","1109","1109","-391.94258159642146","-407.78828926249884","-375.20683282531786"
"556","1111","1111","1111","-379.1832740522003","-416.15025558152604","-299.932423254296"
"557","1113","1113","1113","-434.2040051122731","-560.4002226170378","-354.1879114582969"
"558","1115","1115","1115","-343.93111665097035","-424.58326059555316","-270.25872863096424"
"559","1117","1117","1117","-320.5770692273119","-380.31688481572013","-283.7921979534263"
"560","1119","1119","1119","-340.05167639058465","-408.57062477613897","-273.9118037278676"
"561","1121","1121","1121","-367.9703230125726","-432.78290888840706","-296.0643908956853"
"562","1123","1123","1123","-390.19229071911803","-610.1181248847781","-295.2076562221125"
"563","1125","1125","1125","-335.99799005206796","-398.05471601742363","-253.60403562151149"
"564","1127","1127","1127","-356.66182821902675","-391.492918593505","-320.109641310304"
"565","1129","1129","1129","-353.978436790002","-441.3583085416551","-240.42767361937544"
"566","1131","1131","1131","-387.8865754505061","-516.1538595850354","-282.7867436952381"
"567","1133","1133","1133","-357.886621142794","-434.17333134344386","-317.89876665783765"
"568","1135","1135","1135","-350.6041650515792","-404.5449491523783","-271.4202754476472"
"569","1137","1137","1137","-363.56436101522513","-413.93958724161564","-324.7886583399106"
"570","1139","1139","1139","-393.9341147256432","-511.90966243068624","-314.2880080484562"
"571","1141","1141","1141","-316.7064803300091","-350.3497784161418","-272.624536731195"
"572","1143","1143","1143","-360.5146522284006","-400.12075882897653","-287.93777483767576"
"573","1145","1145","1145","-441.78253649842355","-515.4125585752596","-363.5128615002682"
"574","1147","1147","1147","-329.62159397085105","-394.8134153472697","-289.56920035895575"
"575","1149","1149","1149","-423.4272412587693","-562.6244864093891","-308.8623194183168"
"576","1151","1151","1151","-356.7976605312953","-470.93666173399276","-308.49068481509505"
"577","1153","1153","1153","-385.1077295527922","-500.00282835982813","-319.7059665302954"
"578","1155","1155","1155","-358.40120015052435","-459.23811942659637","-254.8759076460094"
"579","1157","1157","1157","-382.13225883947115","-492.4189943282115","-282.4892886315058"
"580","1159","1159","1159","-363.4978021160442","-440.8307900841949","-293.39192982121386"
"581","1161","1161","1161","-339.6767027602963","-406.5302612882501","-275.9260142207724"
"582","1163","1163","1163","-337.58291186816587","-426.1268883375265","-253.77382892358466"
"583","1165","1165","1165","-380.45549128358005","-434.7409081815165","-332.99889813869873"
"584","1167","1167","1167","-363.1969381673654","-431.63939757448674","-305.11684622974394"
"585","1169","1169","1169","-343.4929505716701","-377.8780375964651","-303.39123132253803"
"586","1171","1171","1171","-361.81881060457465","-430.6566329866158","-274.0035014551541"
"587","1173","1173","1173","-340.78272074107036","-394.586917355539","-288.44494272627526"
"588","1175","1175","1175","-356.302507621317","-387.8984114841258","-309.66982989046494"
"589","1177","1177","1177","-385.3751654107217","-457.7767079669767","-338.0960316026716"
"590","1179","1179","1179","-393.18998668253374","-463.3672954562653","-274.357608397776"
"591","1181","1181","1181","-383.9852198690512","-512.1186898944826","-307.23628847069386"
"592","1183","1183","1183","-393.67809342112696","-515.4645690102036","-299.6845619164146"
"593","1185","1185","1185","-332.1903099478335","-410.27807547746113","-278.76398293930134"
"594","1187","1187","1187","-373.0698143990059","-448.42834069209414","-264.69384684191766"
"595","1189","1189","1189","-375.5095649571093","-490.05876015720287","-268.32798906548044"
"596","1191","1191","1191","-356.2275461301937","-389.0149682185843","-314.2801497063394"
"597","1193","1193","1193","-303.3917284309147","-344.435626581724","-260.84791423123653"
"598","1195","1195","1195","-343.67349707322495","-396.3393342790296","-288.0966269503753"
"599","1197","1197","1197","-378.90860199519915","-475.9874838041631","-306.9117161518885"
