"episode","Group: Train_Rewards_simple_reference_if_load_meta:1 - _step","Group: Train_Rewards_simple_reference_if_load_meta:1 - _step__MIN","Group: Train_Rewards_simple_reference_if_load_meta:1 - _step__MAX","Group: Train_Rewards_simple_reference_if_load_meta:1 - train_rewards","Group: Train_Rewards_simple_reference_if_load_meta:1 - train_rewards__MIN","Group: Train_Rewards_simple_reference_if_load_meta:1 - train_rewards__MAX"
"355","709","709","709","-1192.303262578142","-4009.388755593664","-235.85157129005262"
"356","711","711","711","-928.4506224156783","-2430.344587798728","-176.72039189805497"
"357","713","713","713","-973.0724845588844","-1807.800181003935","-387.37700295758015"
"358","715","715","715","-832.2995868030806","-1612.9029717984404","-237.10110576040023"
"359","717","717","717","-799.0578318887218","-1807.3539691386527","-288.5855219707387"
"360","719","719","719","-836.0720543092166","-2212.658001430201","-164.43650808448797"
"361","721","721","721","-1422.902153243881","-4073.6415038428554","-202.31878114332"
"362","723","723","723","-702.0863245646008","-1621.860599179676","-250.65181302785896"
"363","725","725","725","-970.5175553156505","-2519.676898137304","-135.97245671949887"
"364","727","727","727","-1002.982347172108","-2984.7990306882384","-333.58352483488454"
"365","729","729","729","-804.902496150176","-1786.0549463228958","-373.3292061475968"
"366","731","731","731","-1023.5080015441551","-2819.971988998712","-370.8257490932342"
"367","733","733","733","-859.2943873737925","-1696.2225955677402","-274.30372329012516"
"368","735","735","735","-1269.7869558370296","-3153.900964220719","-448.7024855129804"
"369","737","737","737","-877.4391211383405","-2560.701361265333","-166.66417296751285"
"370","739","739","739","-821.7845252764888","-2416.85842558487","-176.71052422670567"
"371","741","741","741","-711.7517408064022","-1586.862311666763","-148.8447179239504"
"372","743","743","743","-982.360980280501","-2364.097144973994","-170.72882669288555"
"373","745","745","745","-1169.1881983145217","-2988.1757082978365","-243.20051239843158"
"374","747","747","747","-778.1445833903551","-2224.8999709843924","-106.71370839454227"
"375","749","749","749","-678.6264214143387","-1264.5886254399143","-175.85276748927987"
"376","751","751","751","-899.5682696296064","-2740.4925543549302","-280.149482967381"
"377","753","753","753","-869.2044579944875","-1766.7261966815843","-59.11823861846747"
"378","755","755","755","-693.2442987013927","-1786.354053582649","-89.71051492897196"
"379","757","757","757","-958.4215853355896","-2246.871717321711","-107.96902474495437"
"380","759","759","759","-1171.3557836373288","-3698.1398934380727","-218.03774879372008"
"381","761","761","761","-1304.2821768931772","-3764.6402375776834","-474.75997488058965"
"382","763","763","763","-1073.8759000533412","-3535.507750198485","-142.86575442032688"
"383","765","765","765","-1204.209253215175","-4415.033974597716","-247.11489462087414"
"384","767","767","767","-1692.7145154957375","-6977.02320345788","-213.34241802471163"
"385","769","769","769","-2175.788347418066","-9276.082798296227","-197.42951345443782"
"386","771","771","771","-1906.9129475206876","-8326.109621176682","-150.20751492731682"
"387","773","773","773","-2172.5430471320205","-9719.66157950039","-63.048777897320235"
"388","775","775","775","-1506.4193615364952","-5489.4196179627825","-232.15182089355977"
"389","777","777","777","-1150.7779064967012","-2987.7582093484048","-98.53970538199236"
"390","779","779","779","-1141.5217187668866","-2291.9763614230137","-66.77246169680025"
"391","781","781","781","-786.6156302608624","-1743.6591821263348","-103.39350965979396"
"392","783","783","783","-783.1913557607619","-1613.9902773696608","-250.19070573875632"
"393","785","785","785","-735.9013894439315","-1720.0188532503073","-86.7465966067543"
"394","787","787","787","-648.0433392068888","-1789.6086699057485","-123.84529002490827"
"395","789","789","789","-873.3079051104512","-2110.112015871839","-142.8613560382598"
"396","791","791","791","-591.0972539808937","-1224.9175754454316","-43.47099304081743"
"397","793","793","793","-852.2443796791634","-2215.2349033705714","-190.19627315667972"
"398","795","795","795","-768.3373799191179","-1746.4931006552517","-172.89257350931211"
"399","797","797","797","-972.6272189425599","-2769.776846624179","-208.07251866431355"
"400","799","799","799","-812.9158482133529","-1742.822302679015","-123.56105374663778"
"401","801","801","801","-801.1428540461135","-1932.8595789317858","-236.72752960777126"
"402","803","803","803","-690.2971873560114","-1994.090280482616","-173.86526507823228"
"403","805","805","805","-1243.5203900308538","-4494.742113503791","-73.42632874646452"
"404","807","807","807","-980.5791968978104","-3332.7128802210113","-133.8590939976829"
"405","809","809","809","-1154.081876384405","-3080.3639613315427","-235.63160450002513"
"406","811","811","811","-973.1153930129856","-3281.3537062810233","-107.67524302440555"
"407","813","813","813","-799.5222759365831","-2165.7523945539065","-93.00010288949582"
"408","815","815","815","-748.560424899314","-1420.0218211452373","-179.6206813432119"
"409","817","817","817","-689.9561874888874","-1601.3584012071026","-334.69631928564866"
"410","819","819","819","-577.8943420343943","-1225.617227539684","-171.57435506455838"
"411","821","821","821","-588.5793441308435","-847.4450484818807","-291.7300199680038"
"412","823","823","823","-502.73866597597515","-719.7250372909933","-383.20148290084035"
"413","825","825","825","-491.4908124157848","-797.0196252743867","-211.9075604407801"
"414","827","827","827","-561.7264162669645","-947.3404717438067","-267.4874714376871"
"415","829","829","829","-662.4808368459304","-934.2956494974366","-334.4736473605426"
"416","831","831","831","-668.3604318251706","-1312.5372789409932","-273.2342685265974"
"417","833","833","833","-667.2205043612754","-1327.740736987982","-214.98273547909812"
"418","835","835","835","-503.29367432740565","-851.9297963097574","-248.15264483234208"
"419","837","837","837","-688.2139339153246","-1238.5087946124404","-261.4908837739705"
"420","839","839","839","-524.157328448279","-1185.4580884780669","-145.83609634794814"
"421","841","841","841","-427.0464836155326","-750.8807443942302","-83.72378801719557"
"422","843","843","843","-811.232245892096","-1633.2538993449962","-220.12370667263124"
"423","845","845","845","-944.3731631674557","-2046.090924856439","-242.9815911555393"
"424","847","847","847","-564.5584253703142","-1560.6819922468487","-183.8252825844776"
"425","849","849","849","-544.4865473329471","-1042.8567210185495","-199.40972864577523"
"426","851","851","851","-522.7099995380051","-1322.2173238405894","-133.80729570707607"
"427","853","853","853","-670.7142908219927","-1355.2162606113898","-139.3734853099632"
"428","855","855","855","-465.09544253228114","-769.2936898493799","-119.42285668791106"
"429","857","857","857","-524.2399747444367","-851.0501487040988","-231.13627068850312"
"430","859","859","859","-584.3197176621104","-1284.9865788469172","-199.86031591536675"
"431","861","861","861","-557.5369366049908","-904.1958134239612","-317.01496237057466"
"432","863","863","863","-527.1548734052265","-1045.5419982765052","-116.33597724389945"
"433","865","865","865","-526.8875432707976","-900.2094996120325","-98.0068234600485"
"434","867","867","867","-570.8578752554965","-1097.4184588383787","-48.43999161903388"
"435","869","869","869","-438.16923094223023","-608.291781354935","-86.4978846991533"
"436","871","871","871","-525.8134134608858","-778.3492141310263","-24.365228122595887"
"437","873","873","873","-545.2675336208438","-759.3016627600513","-144.79819451312"
"438","875","875","875","-560.7672163366675","-1059.4465970356694","-169.56963890384557"
"439","877","877","877","-630.6180323476754","-1691.5182993206415","-125.50233116947709"
"440","879","879","879","-564.9118380928588","-1370.9968626038956","-94.62955862524227"
"441","881","881","881","-481.33267466272207","-1094.3859193448277","-241.92567287704568"
"442","883","883","883","-397.9570247531355","-894.380024621645","-66.72256616002154"
"443","885","885","885","-570.8624244928635","-1508.7402768988802","-147.0482693460251"
"444","887","887","887","-697.6838182749894","-1442.510402075943","-96.41211777820484"
"445","889","889","889","-639.9791831009072","-1302.8170661255347","-141.32863426383335"
"446","891","891","891","-499.76783191545417","-1141.7520824142346","-184.09573568823205"
"447","893","893","893","-506.6875658705643","-1390.3518053598434","-90.62972500475573"
"448","895","895","895","-646.086578345002","-1067.2156501005995","-475.6540299431105"
"449","897","897","897","-546.0448495432514","-1019.1475013961903","-169.21647407944195"
"450","899","899","899","-437.4481600362925","-886.6865558926497","-230.50234553584212"
"451","901","901","901","-700.8619519687751","-1107.6735516331453","-333.01954288777074"
"452","903","903","903","-800.661311854388","-1763.2307807286604","-214.94497969667717"
"453","905","905","905","-566.2328576378626","-1042.3354313808297","-203.21273794763314"
"454","907","907","907","-791.8063035668265","-1396.3518933564244","-244.23305926785716"
"455","909","909","909","-701.761292659042","-1697.91568451569","-274.78568893788747"
"456","911","911","911","-772.3629340294901","-1714.9230980712755","-206.85462155909758"
"457","913","913","913","-797.0343895472724","-1303.9317855100971","-129.182569786226"
"458","915","915","915","-593.1530233135861","-946.8162938098617","-222.83872887104178"
"459","917","917","917","-626.9292177510164","-1098.7110567650493","-88.18813793672315"
"460","919","919","919","-698.4109576343377","-1590.162886025287","-206.9227358363695"
"461","921","921","921","-836.1605179272092","-2061.17653675319","-151.94428904164585"
"462","923","923","923","-631.4044123527481","-1181.2687434252462","-116.53381138300009"
"463","925","925","925","-561.2656244506965","-999.1637827827512","-288.9138654628315"
"464","927","927","927","-725.880955060006","-988.5885328528295","-284.0936875454889"
"465","929","929","929","-574.7285697654067","-835.1150210169559","-369.11724590179335"
"466","931","931","931","-778.698036433884","-1156.2009619667501","-560.649673969896"
"467","933","933","933","-648.211486880789","-879.0588039940615","-407.77574366647167"
"468","935","935","935","-766.558895957417","-1035.5565676920362","-484.30993578053227"
"469","937","937","937","-677.7298437033362","-1047.1371697849772","-348.6296397404782"
"470","939","939","939","-508.9151693955967","-755.4086864619813","-118.08759596396574"
"471","941","941","941","-887.8506216604295","-1115.5345855324335","-556.587448888125"
"472","943","943","943","-789.5939579707376","-1848.4837693494367","-288.47826033392016"
"473","945","945","945","-755.0078973915672","-1798.8728430025521","-229.32370455963328"
"474","947","947","947","-561.7444042078374","-1201.4997144459812","-205.66648977434895"
"475","949","949","949","-930.8199352707659","-2060.3403530670967","-410.11216508540195"
"476","951","951","951","-769.6825106580367","-1597.7399658666575","-364.93525513772323"
"477","953","953","953","-546.4966352710262","-1554.2981320770007","-214.39102984512533"
"478","955","955","955","-744.4039039055446","-1775.6230301482371","-196.72772016658692"
"479","957","957","957","-687.94506321877","-1638.9845046651255","-203.2918270213544"
"480","959","959","959","-703.8252217564707","-1323.7784957448732","-315.01106380432657"
"481","961","961","961","-553.2388272532506","-1224.4739187853424","-179.6123186450297"
"482","963","963","963","-770.0419265434318","-1809.6068347988878","-186.62380044240402"
"483","965","965","965","-937.5397712933634","-1798.1667710262375","-251.5180818913853"
"484","967","967","967","-642.6773173908966","-1124.4574035261003","-294.13722877803605"
"485","969","969","969","-532.989770630643","-952.9582788030677","-299.61065701802687"
"486","971","971","971","-587.66452600788","-957.3687187974601","-190.9299225839237"
"487","973","973","973","-905.8916803513846","-1806.9785893478045","-257.893622988832"
"488","975","975","975","-913.7849526628228","-1437.2772805054153","-632.0625688159047"
"489","977","977","977","-809.0998856002892","-1458.478536499654","-443.68987698120065"
"490","979","979","979","-1075.8017696930056","-1936.3520811861226","-318.7524698506482"
"491","981","981","981","-960.9933234751085","-1457.8316994545685","-345.5738759789546"
"492","983","983","983","-1074.9552739791998","-1625.528574057344","-577.0327440717157"
"493","985","985","985","-765.5852814122848","-1498.321239883092","-183.75122853849342"
"494","987","987","987","-976.5703953796298","-1892.6924256552818","-422.0397609722708"
"495","989","989","989","-638.2325898701034","-1328.8441461605732","-283.7065757647236"
"496","991","991","991","-626.8737053107127","-1019.856203433195","-340.0280487189633"
"497","993","993","993","-650.3675000528481","-1706.0024231947684","-204.69371105537195"
"498","995","995","995","-429.26088318748737","-640.5963995150219","-243.03921385966154"
"499","997","997","997","-810.0888618420497","-1286.3571687056751","-286.425311598661"
"500","999","999","999","-647.0029123240387","-1122.1313807851498","-378.68627483129353"
"501","1001","1001","1001","-746.7487033535651","-1950.9579414926468","-249.8542320162351"
"502","1003","1003","1003","-616.6918314193625","-1569.1225221650727","-216.33402072600146"
"503","1005","1005","1005","-790.6164090529612","-1457.0197195535754","-408.66029282277225"
"504","1007","1007","1007","-834.0900336936171","-1415.506391761154","-235.34972383496594"
"505","1009","1009","1009","-951.7548667179057","-2655.6589562903214","-352.17654267429646"
"506","1011","1011","1011","-1054.4655199905546","-3055.09312943635","-162.4811949827249"
"507","1013","1013","1013","-617.9825544101524","-1060.3986721262281","-59.568639416465295"
"508","1015","1015","1015","-735.2195327773155","-1865.0705415990474","-201.99069568229024"
"509","1017","1017","1017","-565.0774371531046","-1052.3465788282112","-191.98336601922423"
"510","1019","1019","1019","-619.7272387618871","-1655.6883094938903","-258.6233694800537"
"511","1021","1021","1021","-637.7754725153889","-1288.8693322794884","-257.48429613862976"
"512","1023","1023","1023","-956.5704765280823","-2197.378886797692","-92.46031885827641"
"513","1025","1025","1025","-779.5681041104414","-1371.5609113294684","-231.18882698611336"
"514","1027","1027","1027","-752.0367302771177","-1255.691925441042","-343.0317634244522"
"515","1029","1029","1029","-822.0244619512823","-1448.1509997847986","-420.3825496568339"
"516","1031","1031","1031","-690.8630163811383","-1060.4968267724685","-127.30251328333787"
"517","1033","1033","1033","-430.29299970345863","-562.653722097835","-256.9129826907147"
"518","1035","1035","1035","-549.9551912332976","-1082.583360597779","-245.7064475853499"
"519","1037","1037","1037","-677.0949441823548","-1079.7748620799969","-147.5267534581943"
"520","1039","1039","1039","-427.09211814126365","-544.5180395384368","-302.68205664212184"
"521","1041","1041","1041","-671.824298044228","-1513.6960522289523","-329.5203032213474"
"522","1043","1043","1043","-607.448918644285","-1398.7236645880826","-184.45620159301544"
"523","1045","1045","1045","-715.6617295724324","-1142.9281662864478","-429.6594653351872"
"524","1047","1047","1047","-432.35358714910853","-776.6563682528006","-161.67096810804458"
"525","1049","1049","1049","-642.0697717200271","-1713.4260817118482","-121.35631241618879"
"526","1051","1051","1051","-692.0283345163192","-1142.3373411616712","-221.25429606466705"
"527","1053","1053","1053","-649.3582979080848","-1413.6838019595968","-54.60178815107085"
"528","1055","1055","1055","-3256.2931627724015","-14224.663823292538","-213.5824419094106"
"529","1057","1057","1057","-570.6473465248222","-1128.446311468428","-276.9810463097134"
"530","1059","1059","1059","-413.8731638553145","-652.7112454937836","-103.45323201064461"
"531","1061","1061","1061","-374.80094292774646","-530.2068446099236","-179.05777643775204"
"532","1063","1063","1063","-360.6469765484279","-675.081893683699","-124.42330288192555"
"533","1065","1065","1065","-569.1729979547107","-1061.6645073905213","-87.79475368768905"
"534","1067","1067","1067","-266.5987215318634","-390.6291620233853","-96.49673331119875"
"535","1069","1069","1069","-900.8917906550032","-1560.9656421061811","-259.5003684464857"
"536","1071","1071","1071","-539.3521682927508","-1123.6492631092926","-57.389288151503656"
"537","1073","1073","1073","-931.6064835659694","-2716.12703978748","-182.06099969592802"
"538","1075","1075","1075","-363.9572560866642","-1134.7925662235386","-69.72502364344244"
"539","1077","1077","1077","-386.43750480525506","-615.8793182483685","-263.97745180396765"
"540","1079","1079","1079","-700.5924723328495","-1610.646219380561","-120.64729552525839"
"541","1081","1081","1081","-643.2993323584151","-1088.4627194297007","-162.5831685618652"
"542","1083","1083","1083","-816.006714802513","-1619.0536434284547","-255.51482665135046"
"543","1085","1085","1085","-518.0633201464045","-1162.6678541271697","-178.70623098296667"
"544","1087","1087","1087","-756.0328715437088","-1398.967228060044","-265.49946839348746"
"545","1089","1089","1089","-633.2042664387388","-1078.7407055915287","-306.602347836224"
"546","1091","1091","1091","-468.4547042424171","-693.3878724068214","-167.75122269803535"
"547","1093","1093","1093","-454.5846182595407","-695.7482948860244","-254.984031564317"
"548","1095","1095","1095","-693.9091378115208","-1272.2028588323162","-350.6716567768636"
"549","1097","1097","1097","-390.65073954784623","-713.7521043754322","-278.2378777711018"
"550","1099","1099","1099","-777.3854359863755","-1928.3957144503158","-127.98617770514747"
"551","1101","1101","1101","-562.9657481103679","-1007.762846925083","-213.39258429196943"
"552","1103","1103","1103","-402.32322720310384","-689.5652233685684","-219.11113752357517"
"553","1105","1105","1105","-669.0182261984629","-1060.3179800311814","-302.99299639143806"
"554","1107","1107","1107","-287.98130050036485","-520.3120092479301","-95.65814760798384"
"555","1109","1109","1109","-382.65791551070225","-794.40248075258","-198.85411310994073"
"556","1111","1111","1111","-482.5399849994843","-1080.2146131047068","-176.75134512232773"
"557","1113","1113","1113","-325.5081805383791","-512.6274877288562","-111.21467732753285"
"558","1115","1115","1115","-243.5878942157304","-345.52210630312743","-55.13634410207911"
"559","1117","1117","1117","-364.61953523375087","-445.89921061837","-217.15661042056433"
"560","1119","1119","1119","-645.3423179014729","-1138.2489741754223","-193.79416143798764"
"561","1121","1121","1121","-292.0655197183478","-611.7720933359958","-75.638414834617"
"562","1123","1123","1123","-347.6818939431309","-639.8838457147501","-59.196984107192385"
"563","1125","1125","1125","-613.662089551374","-1090.669105123402","-368.480081102932"
"564","1127","1127","1127","-521.3825247830788","-1210.3298857677219","-108.26541703971643"
"565","1129","1129","1129","-453.41697375670327","-881.3448304005925","-127.59070317373138"
"566","1131","1131","1131","-576.4504489289263","-940.6264203736803","-221.44264980415886"
"567","1133","1133","1133","-843.6402869456588","-1758.1655687224631","-310.4193025743228"
"568","1135","1135","1135","-642.7577444215596","-1320.2859521323621","-57.292674221283185"
"569","1137","1137","1137","-722.6651559695948","-1361.850092914944","-152.38303137018946"
"570","1139","1139","1139","-652.4284432927504","-1652.366758282947","-157.5869572048904"
"571","1141","1141","1141","-660.1797936772052","-1672.7716328326999","-63.85176782221013"
"572","1143","1143","1143","-686.0268452380209","-1513.0694212077185","-342.7878734540979"
"573","1145","1145","1145","-832.7378685620557","-1527.0307779182228","-233.0020098526731"
"574","1147","1147","1147","-611.4785507339486","-1306.209996133498","-98.10320821819069"
"575","1149","1149","1149","-619.9518321721156","-1401.7439463362139","-265.0381124052144"
"576","1151","1151","1151","-821.905144517862","-1495.2656314247786","-356.77402488409024"
"577","1153","1153","1153","-950.1580361195745","-2409.8650245920758","-207.64057706112013"
"578","1155","1155","1155","-1448.888020354298","-4942.788354746318","-223.03621247612804"
"579","1157","1157","1157","-1658.9188693505553","-6186.291952426886","-281.4913327102355"
"580","1159","1159","1159","-1168.9862039165876","-4324.078293068072","-146.08211816260098"
"581","1161","1161","1161","-780.5697242687481","-2118.453925470134","-262.04290419345375"
"582","1163","1163","1163","-652.7769889987214","-1338.3993646089036","-200.8548443310894"
"583","1165","1165","1165","-1258.0128415020447","-3689.6865494494255","-328.32372647777765"
"584","1167","1167","1167","-834.110211329654","-1643.9283397089189","-137.49726265372516"
"585","1169","1169","1169","-920.5494248597695","-1768.7601541999168","-569.3417439084286"
"586","1171","1171","1171","-335.27455373573645","-504.967714272235","-209.92343651308298"
"587","1173","1173","1173","-608.0194113537086","-1697.8860227576977","-204.79701941504476"
"588","1175","1175","1175","-715.5259371556833","-1843.3215170245749","-137.18412961967667"
"589","1177","1177","1177","-533.811385030759","-967.8589216870664","-314.46937759199017"
"590","1179","1179","1179","-847.3805367385428","-1393.8376654119472","-283.23703153241627"
"591","1181","1181","1181","-839.996926411159","-2173.964722842537","-203.86779681219446"
"592","1183","1183","1183","-2254.6668924705755","-9309.37272937305","-224.16853144083495"
"593","1185","1185","1185","-1100.8982543761663","-3441.9527435824066","-181.40129459879861"
"594","1187","1187","1187","-1300.8375636196752","-3203.24293049501","-215.3166984984341"
"595","1189","1189","1189","-742.914119321895","-1281.4852749703252","-198.4341999756982"
"596","1191","1191","1191","-702.3915673198252","-1141.7917771308666","-336.8813986316528"
"597","1193","1193","1193","-375.5646751519106","-492.57628747779665","-186.07486211689732"
"598","1195","1195","1195","-698.332238374958","-1783.8170946494567","-286.62997188075275"
"599","1197","1197","1197","-624.5219593447067","-1741.6414661006997","-41.8772919200696"
