"episode","helpful-wind-308","helpful-wind-308__MIN","helpful-wind-308__MAX","upbeat-lion-306","upbeat-lion-306__MIN","upbeat-lion-306__MAX","avid-pond-302","avid-pond-302__MIN","avid-pond-302__MAX","upbeat-morning-300","upbeat-morning-300__MIN","upbeat-morning-300__MAX","treasured-sky-299","treasured-sky-299__MIN","treasured-sky-299__MAX"
"409","371.80919446954607","-73.38161106090787","817","165.03095618397072","-486.93808763205857","817","263.74742013826335","-289.50515972347335","817","316.32222054446555","-184.3555589110689","817","347.44100219001933","-122.11799561996138","817"
"410","37.41145415066194","-744.1770916986761","819","-27.453089738738242","-873.9061794774765","819","362.01688683826774","-94.96622632346451","819","358.26790430677096","-102.46419138645807","819","328.6465842378864","-161.7068315242272","819"
"411","301.9803546469019","-217.03929070619623","821","-241.81490526033372","-1304.6298105206674","821","337.2232118068715","-146.55357638625694","821","279.2496870035475","-262.5006259929051","821","279.5684560841879","-261.86308783162417","821"
"412","23.790938480242573","-775.4181230395149","823","-44.74395064065419","-912.4879012813084","823","381.6479952039394","-59.70400959212126","823","375.93674181657605","-71.12651636684792","823","391.0417174043606","-40.91656519127872","823"
"413","303.9152052523766","-217.16958949524684","825","-248.70030531129362","-1322.4006106225872","825","69.55058828568616","-685.8988234286277","825","349.1166377627833","-126.76672447443343","825","327.1559632009607","-170.68807359807863","825"
"414","-25.20210259591653","-877.4042051918331","827","6.300872129867116","-814.3982557402658","827","394.4583804014758","-38.083239197048435","827","392.5168856266581","-41.966228746683754","827","408.3127889440449","-10.37442211191024","827"
"415","303.05095997172884","-222.89808005654226","829","143.7100505294361","-541.5798989411278","829","396.5862559520875","-35.82748809582494","829","404.6416870205121","-19.71662595897574","829","401.0047166273009","-26.990566745398173","829"
"416","43.17706898786781","-744.6458620242644","831","141.86653916705632","-547.2669216658874","831","291.3897306048534","-248.22053879029323","831","404.90025648391907","-21.19948703216189","831","382.4871216821964","-66.02575663560715","831"
"417","387.77689074935677","-57.44621850128647","833","287.17333132204266","-258.6533373559147","833","345.4330546596586","-142.13389068068287","833","389.25910521037474","-54.481789579250574","833","270.86876589668077","-291.2624682066384","833"
"418","342.218193099284","-150.56361380143198","835","154.67431209005895","-525.6513758198821","835","399.95808939538483","-35.08382120923039","835","408.8869488163987","-17.226102367202646","835","253.5917920153458","-327.8164159693084","835"
"419","166.81433558413374","-503.3713288317325","837","-348.98636350423953","-1534.972727008479","837","343.8709991937259","-149.25800161254818","837","390.63840540011097","-55.72318919977808","837","373.57621226403853","-89.84757547192294","837"
"420","360.7525244005545","-117.49495119889104","839","-59.85967203949639","-958.7193440789928","839","248.57095829339767","-341.85808341320467","839","330.97965306080516","-177.04069387838965","839","384.9195850900456","-69.16082981990878","839"
"421","396.30853946211994","-48.382921075760166","841","-75.12627174991093","-991.2525434998219","841","344.7682170109732","-151.46356597805357","841","399.0243073557789","-42.95138528844222","841","412.0673543721617","-16.865291255676638","841"
"422","250.36369580630594","-342.2726083873881","843","-89.91758609072383","-1022.8351721814477","843","377.8225661883807","-87.35486762323868","843","420.1307699381053","-2.7384601237893804","843","354.21076946761093","-134.57846106477817","843"
"423","184.79743643759352","-475.40512712481296","845","-392.9370153539933","-1630.8740307079865","845","407.98047977961596","-29.03904044076813","845","407.48769270246856","-30.024614595062925","845","307.6719615355021","-229.65607692899582","845"
"424","-22.394313806631203","-891.7886276132624","847","-33.570991359700145","-914.1419827194003","847","418.2466365592819","-10.506726881436233","847","418.7216413960659","-9.55671720786824","847","388.4065520729693","-70.18689585406139","847"
"425","232.79804240246452","-383.40391519507097","849","288.2902915194422","-272.41941696111564","849","240.5219959508455","-367.956008098309","849","396.3142310687747","-56.37153786245061","849","407.6814051127393","-33.63718977452146","849"
"426","412.99818756977237","-25.00362486045525","851","344.6246188786511","-161.7507622426978","851","363.6623018105201","-123.67539637895982","851","292.24869163786866","-266.5026167242626","851","396.6245377870257","-57.750924425948604","851"
"427","366.43983270727927","-120.12033458544141","853","306.6880439871782","-239.6239120256436","853","280.82628862550735","-291.34742274898525","853","403.27179288309634","-46.4564142338073","853","385.77265592741486","-81.45468814517032","853"
"428","326.77636106234826","-201.44727787530346","855","-194.06156886679548","-1243.123137733591","855","384.3113691370286","-86.3772617259429","855","354.44366482533906","-146.11267034932186","855","366.8927813964026","-121.21443720719479","855"
"429","302.7776889546997","-251.44462209060057","857","-317.06706920633485","-1491.1341384126697","857","355.09750591572083","-146.80498816855834","857","412.47800756558297","-32.04398486883405","857","389.8321101932638","-77.33577961347241","857"
"430","313.50912817195734","-231.9817436560853","859","311.2376245619517","-236.5247508760966","859","211.496812400526","-436.006375198948","859","387.8512748653815","-83.29745026923695","859","331.6018828675468","-195.7962342649064","859"
"431","262.3571059076178","-336.2857881847644","861","232.70332839780696","-395.5933432043861","861","114.16489591690532","-632.6702081661894","861","414.33400980582326","-32.331980388353465","861","324.1211312893605","-212.75773742127902","861"
"432","301.1568707214973","-260.6862585570054","863","129.78257916180132","-603.4348416763974","863","330.0420785521603","-202.9158428956794","863","378.22925642288874","-106.54148715422248","863","373.5575709160458","-115.88485816790839","863"
"433","286.7948752927217","-291.4102494145566","865","233.65386359540526","-397.6922728091895","865","381.98246323980186","-101.03507352039622","865","410.46172240300746","-44.076555193985136","865","417.45249667287885","-30.095006654242336","865"
"434","414.0483581333917","-38.90328373321668","867","351.3665131215221","-164.26697375695582","867","406.8971558001094","-53.205688399781216","867","421.38714998581463","-24.225700028370685","867","348.59504605746764","-169.80990788506475","867"
"435","368.51342318368995","-131.97315363262004","869","308.06680932811025","-252.86638134377955","869","378.47478567864","-112.05042864272001","869","370.59626915433205","-127.80746169133592","869","380.3519237716755","-108.296152456649","869"
"436","307.2354949156528","-256.52901016869447","871","-16.08980776685229","-903.1796155337046","871","207.0571824392434","-456.8856351215132","871","424.8285109098827","-21.34297818023456","871","414.1577846890717","-42.68443062185658","871"
"437","414.8041434582187","-43.3917130835627","873","397.2868677106246","-78.4262645787508","873","398.2602511823489","-76.47949763530224","873","415.4698995691852","-42.06020086162964","873","396.0422534885621","-80.91549302287575","873"
"438","249.04023372371583","-376.91953255256834","875","292.1216726197905","-290.75665476041894","875","407.75850768825416","-59.48298462349174","875","272.7196989876742","-329.56060202465164","875","385.23978398164405","-104.52043203671194","875"
"439","415.1133759358719","-46.773248128256206","877","375.1330204384212","-126.73395912315749","877","419.66777673015713","-37.66444653968576","877","371.59218039933495","-133.81563920133013","877","368.8870595849356","-139.22588083012874","877"
"440","306.6941334244194","-265.6117331511612","879","80.3002952932386","-718.3994094135228","879","427.7379055967889","-23.52418880642224","879","313.38203960520406","-252.2359207895919","879","372.6028247066729","-133.79435058665428","879"
"441","391.77020578092316","-97.45958843815369","881","315.77940594244023","-249.4411881151196","881","335.015629759116","-210.96874048176798","881","427.10140307744444","-26.797193845111117","881","363.9344597143146","-153.13108057137083","881"
"442","395.73715856382347","-91.52568287235306","883","-231.96331043275734","-1346.9266208655147","883","430.55615306280293","-21.887693874394156","883","411.7058718254444","-59.588256349111205","883","386.98790582535366","-109.02418834929267","883"
"443","315.8672189367437","-253.2655621265126","885","339.08599089258234","-206.82801821483534","885","354.0325136163937","-176.93497276721254","885","168.24235546574948","-548.515289068501","885","382.39397181729527","-120.21205636540947","885"
"444","388.43169482268655","-110.13661035462685","887","222.31594414227513","-442.36811171544974","887","404.64147256140507","-77.71705487718981","887","421.5844126020062","-43.83117479598762","887","425.3517926458418","-36.29641470831643","887"
"445","333.1239375168495","-222.752124966301","889","-92.00484736048315","-1073.0096947209663","889","432.0663889427925","-24.86722211441499","889","434.26004643829833","-20.479907123403336","889","398.24717014910146","-92.50565970179711","889"
"446","375.6653064931438","-139.66938701371237","891","262.5121624705482","-365.9756750589036","891","286.1736178397702","-318.6527643204596","891","432.3888420850799","-26.2223158298402","891","400.67559267001457","-89.64881465997084","891"
"447","419.91921085398235","-53.16157829203532","893","73.61468476855401","-745.770630462892","893","403.50742242007595","-85.98515515984812","893","417.9760979734215","-57.04780405315707","893","409.874333791898","-73.25133241620408","893"
"448","273.57626776990423","-347.8474644601916","895","-167.2831251478342","-1229.5662502956684","895","388.12634422289966","-118.74731155420073","895","426.69404279860106","-41.611914402797886","895","358.9653042736214","-177.06939145275717","895"
"449","427.83145419697223","-41.33709160605549","897","-76.99542463893681","-1050.9908492778736","897","241.7444407269665","-413.511118546067","897","388.97885659597586","-119.04228680804832","897","441.9488107400512","-13.102378519897588","897"
"450","418.1544872611204","-62.69102547775921","899","-493.1151556389676","-1885.2303112779352","899","421.09857654588734","-56.802846908225284","899","423.71242170757483","-51.5751565848503","899","399.1299942029508","-100.74001159409845","899"
"451","374.2475714263992","-152.50485714720156","901","-314.91509718122995","-1530.83019436246","901","372.1809073429945","-156.63818531401105","901","368.225445207848","-164.54910958430398","901","426.11593913023717","-48.768121739525704","901"
"452","376.53320650598556","-149.93358698802888","903","-690.203575712316","-2283.407151424632","903","431.4207906216722","-40.15841875665558","903","414.4301922558031","-74.13961548839383","903","436.7458922902276","-29.50821541954481","903"
"453","407.0128070302831","-90.97438593943382","905","-559.1576254237465","-2023.315250847493","905","398.4698305852713","-108.06033882945734","905","289.2632009566136","-326.47359808677277","905","431.3711769865785","-42.25764602684295","905"
"454","288.5775224243681","-329.8449551512638","907","-211.0406131868274","-1329.0812263736548","907","433.71816154428285","-39.56367691143434","907","444.5015750805563","-17.996849838887453","907","429.6131793270587","-47.773641345882666","907"
"455","432.58333056389984","-43.83333887220027","909","-424.7238685027121","-1758.4477370054242","909","419.0820636486081","-70.83587270278386","909","439.01944687329075","-30.961106253418517","909","441.1308542978481","-26.73829140430378","909"
"456","283.6608417094044","-343.67831658119115","911","-299.57484542131874","-1510.1496908426375","911","444.21226467252444","-22.57547065495115","911","370.3157633590812","-170.36847328183762","911","378.6360581782933","-153.72788364341338","911"
"457","293.5206430350455","-325.95871392990904","913","-328.2890005704794","-1569.5780011409588","913","115.97812958126588","-681.0437408374682","913","422.7194511388376","-67.56109772232483","913","406.03502839928484","-100.92994320143033","913"
"458","282.6324148902491","-349.7351702195018","915","-145.3468816502159","-1205.6937633004318","915","444.09641145780574","-26.807177084388492","915","437.75364834544155","-39.49270330911695","915","316.3924590490307","-282.21508190193856","915"
"459","283.83602900823803","-349.32794198352394","917","-623.4943678759582","-2163.9887357519165","917","439.8052753595633","-37.38944928087332","917","383.2065152674597","-150.5869694650806","917","450.9561259057307","-15.087748188538608","917"
"460","450.0142439981474","-18.971512003705268","919","-387.8367742341121","-1694.6735484682242","919","227.33289395460085","-464.3342120907983","919","400.96118439716304","-117.07763120567392","919","310.30261214346274","-298.39477571307447","919"
"461","423.9036977173271","-73.19260456534585","921","6.7129184897016785","-907.5741630205966","921","380.0814551152307","-160.83708976953855","921","407.9466552775418","-105.10668944491637","921","433.4006202877834","-54.19875942443325","921"
"462","457.47359411762926","-8.052811764741513","923","-342.3332240921345","-1607.666448184269","923","347.02103657178736","-228.9579268564253","923","445.8988164569824","-31.202367086035174","923","232.60519368028355","-457.7896126394329","923"
"463","461.58132651279794","-1.8373469744041504","925","-52.262537915189","-1029.525075830378","925","441.83354202581955","-41.33291594836088","925","398.76178706376504","-127.47642587246992","925","386.29080270313983","-152.4183945937203","925"
"464","440.5199323229108","-45.96013535417839","927","-109.23910093382028","-1145.4782018676406","927","429.7703816207959","-67.45923675840825","927","437.68292802566253","-51.63414394867495","927","267.32367374050466","-392.35265251899074","927"
"465","430.5032708603678","-67.99345827926432","929","-901.6471024456084","-2732.294204891217","929","389.3468812395059","-150.30623752098822","929","442.35379138349793","-44.292417233004095","929","324.0699086164137","-280.86018276717255","929"
"466","368.20605437433494","-194.58789125133006","931","-1229.884790457674","-3390.769580915348","931","455.49640040459735","-20.007199190805327","931","435.1821751963747","-60.63564960725055","931","432.81939080799435","-65.36121838401131","931"
"467","431.5689719958715","-69.86205600825701","933","-224.6264419094341","-1382.2528838188682","933","386.0094875921492","-160.9810248157017","933","461.5611845649893","-9.87763087002142","933","395.4164717615822","-142.16705647683557","933"
"468","452.07982362252324","-30.840352754953564","935","-366.315467355775","-1667.63093471155","935","427.58304135933395","-79.8339172813321","935","414.56049995148203","-105.87900009703593","935","396.5205380993232","-141.95892380135368","935"
"469","413.50185005170994","-109.99629989658017","937","-493.52618117721545","-1924.052362354431","937","384.85770378026643","-167.28459243946708","937","275.63621458227294","-385.7275708354541","937","463.45990523229483","-10.080189535410293","937"
"470","467.7905641532341","-3.4188716935318366","939","-1039.6734008158305","-3018.346801631661","939","455.8127789900667","-27.3744420198666","939","403.0578853818827","-132.88422923623457","939","268.5513071826315","-401.8973856347371","939"
"471","291.37613351074907","-358.24773297850186","941","75.03199209797509","-790.9360158040498","941","425.64289873819297","-89.7142025236141","941","361.09608867339915","-218.80782265320167","941","431.9544405015913","-77.09111899681734","941"
"472","352.2304470221895","-238.53910595562104","943","-154.90127220951206","-1252.8025444190241","943","467.9587787547797","-7.082442490440603","943","401.73972225222417","-139.5205554955517","943","458.3373368152174","-26.325326369565218","943"
"473","434.94285677098117","-75.1142864580377","945","-793.9131260732829","-2532.826252146566","945","320.1212253463559","-304.7575493072881","945","455.63457154953846","-33.730856900923044","945","452.4930175663819","-40.01396486723611","945"
"474","460.01418394669247","-26.971632106615044","947","-348.464161487301","-1643.928322974602","947","433.72311066356406","-79.55377867287183","947","448.06757623479666","-50.86484753040665","947","415.8998122390292","-115.20037552194164","947"
"475","434.38260247418316","-80.23479505163372","949","-462.96383234329414","-1874.9276646865883","949","462.6299076838049","-23.740184632390203","949","275.4143412296903","-398.1713175406193","949","442.57932724730426","-63.84134550539153","949"
"476","429.1862958730482","-92.6274082539036","951","-493.9807761105368","-1938.9615522210736","951","413.39021558392443","-124.21956883215115","951","456.0183936253114","-38.96321274937727","951","437.0905803943245","-76.81883921135105","951"
"477","420.55194845501273","-111.89610308997452","953","66.61954397008128","-819.7609120598374","953","269.56868389427177","-413.86263221145646","953","441.3586718109896","-70.28265637802073","953","431.96937094576225","-89.0612581084755","953"
"478","386.73089031347774","-181.53821937304448","955","-340.27831378733697","-1635.556627574674","955","436.248385156849","-82.50322968630199","955","369.0060804512428","-216.9878390975144","955","472.08528423439634","-10.829431531207353","955"
"479","427.4244958800165","-102.15100823996708","957","42.34853103223975","-872.3029379355205","957","448.1376889061856","-60.724622187628825","957","391.8368049956014","-173.32639000879715","957","472.94156249479107","-11.116875010417896","957"
"480","440.0130618792525","-78.97387624149493","959","-440.87962436470355","-1840.759248729407","959","450.5407741587792","-57.91845168244159","959","472.7669382351758","-13.466123529648339","959","431.9133465985639","-95.17330680287216","959"
"481","415.1638537184722","-130.67229256305566","961","-309.4146260782388","-1579.8292521564777","961","213.8528361083156","-533.2943277833688","961","465.0767497473407","-30.846500505318527","961","408.47505047677726","-144.04989904644543","961"
"482","346.77013951329695","-269.45972097340615","963","-755.992832924469","-2474.985665848938","963","463.4699361853459","-36.06012762930822","963","413.83114973449216","-135.33770053101568","963","283.17149588406","-396.65700823188","963"
"483","456.7234640129704","-51.553071974059236","965","-196.7689410571811","-1358.5378821143622","965","411.9151957410728","-141.16960851785444","965","413.04105667333147","-138.91788665333706","965","457.28038906824145","-50.43922186351713","965"
"484","476.58743716525123","-13.825125669497517","967","145.50704155252186","-675.9859168949563","967","455.9768618360816","-55.04627632783688","967","474.7837167146326","-17.43256657073482","967","369.7248805611797","-227.55023887764054","967"
"485","459.72815545695966","-49.54368908608065","969","-1185.692833084117","-3340.385666168234","969","322.1432636724753","-324.7134726550494","969","426.8663815437266","-115.2672369125468","969","370.8267652009687","-227.34646959806258","969"
"486","354.6266596381137","-261.74668072377256","971","173.19305621354158","-624.6138875729168","971","436.219533935087","-98.56093212982603","971","479.00886367581006","-12.982272648379912","971","467.94582867641014","-35.108342647179725","971"
"487","427.9145758477684","-117.17084830446319","973","-155.88601492832925","-1284.7720298566585","973","468.4727526897463","-36.05449462050743","973","458.52232548408915","-55.955349031821655","973","470.3386720066644","-32.32265598667118","973"
"488","442.7918920416845","-89.41621591663107","975","196.86532355243958","-581.2693528951208","975","390.1349433575143","-194.7301132849714","975","355.29180693543975","-264.4163861291205","975","452.11487698712745","-70.77024602574514","975"
"489","345.8354659107796","-285.32906817844076","977","-311.59377422370665","-1600.1875484474133","977","431.8069999046756","-113.3860001906488","977","471.28368983319723","-34.432620333605506","977","398.5708766295581","-179.85824674088383","977"
"490","470.8610087529907","-37.277982494018595","979","34.70687864785441","-909.5862427042912","979","448.18721777429846","-82.62556445140312","979","362.10376825617294","-254.7924634876541","979","439.48035344017484","-100.03929311965032","979"
"491","298.6247232910332","-383.7505534179336","981","-282.8467072163148","-1546.6934144326297","981","485.0907341469999","-10.818531706000186","981","334.37476175043435","-312.25047649913125","981","480.9909149077904","-19.01817018441924","981"
"492","450.2447225745734","-82.51055485085314","983","2.3823311774921194","-978.2353376450158","983","486.34224426698785","-10.315511466024283","983","467.54266314380527","-47.91467371238946","983","485.5536595305921","-11.892680938815825","983"
"493","450.6043924490978","-83.7912151018044","985","0.43810862657562666","-984.1237827468487","985","418.54868591076075","-147.9026281784785","985","424.37409575011634","-136.25180849976735","985","431.7662582085448","-121.46748358291043","985"
"494","377.67122929784495","-231.6575414043101","987","339.5636300158086","-307.8727399683828","987","462.8573344036622","-61.28533119267559","987","431.56307624475284","-123.87384751049431","987","428.98003788365247","-129.03992423269506","987"
"495","478.9866938933047","-31.02661221339064","989","160.4597639788862","-668.0804720422276","989","488.1292836033351","-12.741432793329746","989","470.23646740246005","-48.52706519507987","989","446.7398817979106","-95.52023640417882","989"
"496","421.3053595318654","-148.38928093626922","991","413.4899708559964","-164.0200582880072","991","411.8582594504786","-167.28348109904283","991","416.977946338274","-157.04410732345193","991","493.4004770843728","-4.199045831254329","991"
"497","388.17498250392794","-216.65003499214407","993","-26.9024719477178","-1046.8049438954356","993","451.98009212108025","-89.03981575783949","993","488.24466099573044","-16.510678008539145","993","468.4594061911504","-56.0811876176993","993"
"498","457.2995035294715","-80.40099294105694","995","48.37898301335986","-898.2420339732803","995","410.31622664541703","-174.36754670916596","995","447.8373164351182","-99.32536712976358","995","430.2719575751902","-134.45608484961969","995"
"499","381.1149021879363","-234.77019562412738","997","254.51389975084015","-487.9722004983197","997","388.0428202503348","-220.91435949933043","997","487.4541884451884","-22.091623109623292","997","488.60271547599416","-19.794569048011674","997"
"500","471.6410332507614","-55.71793349847729","999","151.2901234465097","-696.4197531069806","999","466.35040411095565","-66.2991917780887","999","437.0629809261517","-124.87403814769667","999","483.48208246558903","-32.0358350688219","999"
"501","425.3818218958942","-150.2363562082116","1001","431.6519321565489","-137.69613568690212","1001","460.7038397730318","-79.59232045393635","1001","477.5869020101645","-45.826195979670956","1001","346.34846409170507","-308.30307181658986","1001"
"502","478.8465827065386","-45.30683458692286","1003","495.9546958844141","-11.090608231171807","1003","479.06210729899936","-44.87578540200132","1003","455.4794120197675","-92.04117596046505","1003","411.1361815168864","-180.72763696622724","1003"
"503","244.86894775359826","-515.2621044928035","1005","383.9034101227883","-237.1931797544235","1005","446.25685764062865","-112.48628471874265","1005","468.61403475192515","-67.77193049614976","1005","343.8861926432678","-317.22761471346445","1005"
"504","422.06973102926116","-162.86053794147765","1007","369.66424983685863","-267.6715003262828","1007","489.37355605473374","-28.252887890532467","1007","497.3269929566752","-12.346014086649557","1007","409.7656442692497","-187.4687114615006","1007"
"505","403.4334679724042","-202.1330640551917","1009","339.2367102768128","-330.52657944637446","1009","437.6583176135738","-133.68336477285249","1009","497.77457352765487","-13.450852944690267","1009","464.0284866546371","-80.94302669072579","1009"
"506","441.77430663942204","-127.45138672115596","1011","334.14356976455065","-342.7128604708987","1011","490.1199092803333","-30.760181439333437","1011","488.24838897928737","-34.50322204142529","1011","492.42891892784775","-26.14216214430446","1011"
"507","428.3233707267628","-156.3532585464744","1013","346.24220774027344","-320.51558451945306","1013","484.9177870530533","-43.164425893893416","1013","481.4519694503347","-50.09606109933066","1013","401.3962911353395","-210.20741772932104","1013"
"508","468.0020741228168","-78.9958517543664","1015","302.42043586148304","-410.15912827703386","1015","388.65422515950354","-237.69154968099298","1015","437.25682043514007","-140.48635912971983","1015","491.24745254009713","-32.50509491980577","1015"
"509","483.6322769792978","-49.73544604140448","1017","107.71593913259858","-801.5681217348028","1017","432.6143501937665","-151.77129961246706","1017","454.08672354484105","-108.82655291031791","1017","300.95197675473753","-415.0960464905249","1017"
"510","442.24941967268353","-134.501160654633","1019","-254.6528250677335","-1528.305650135467","1019","482.6328772518826","-53.7342454962348","1019","315.48014284472646","-388.0397143105471","1019","450.23617871999625","-118.5276425600075","1019"
"511","408.496105994322","-204.00778801135596","1021","411.11387943928935","-198.77224112142125","1021","480.12948664466614","-60.74102671066775","1021","495.32366840303837","-30.352663193923284","1021","265.3541057851746","-490.2917884296508","1021"
"512","495.7143537356417","-31.571292528716608","1023","238.30353380343126","-546.3929323931375","1023","489.79672270463783","-43.406554590724355","1023","497.2019919601991","-28.596016079601803","1023","340.2641830309234","-342.47163393815316","1023"
"513","330.19878129045435","-364.60243741909125","1025","329.41169587292916","-366.17660825414174","1025","352.7680732363608","-319.46385352727833","1025","253.88056331156696","-517.2388733768661","1025","494.24739090070796","-36.505218198584075","1025"
"514","260.81471768853646","-505.370564622927","1027","142.3170263128984","-742.3659473742032","1027","441.4960218018864","-144.00795639622717","1027","471.50148290325757","-83.99703419348484","1027","329.4009432680976","-368.1981134638048","1027"
"515","461.06429907699953","-106.87140184600094","1029","220.32775701229144","-588.3444859754171","1029","495.5204171484162","-37.959165703167656","1029","249.34125427840718","-530.3174914431856","1029","37.47436260658776","-954.0512747868245","1029"
"516","422.81638683368925","-185.36722633262147","1031","259.56785748841696","-511.864285023166","1031","486.62484266890567","-57.750314662188664","1031","434.3062125224086","-162.38757495518286","1031","503.7724057528746","-23.45518849425084","1031"
"517","434.7399497353764","-163.52010052924715","1033","-36.279063679282444","-1105.558127358565","1033","422.4172325911578","-188.16553481768435","1033","501.6405417898235","-29.718916420353068","1033","388.57306262184727","-255.8538747563055","1033"
"518","491.48638213065806","-52.02723573868386","1035","334.94770099793584","-365.10459800412826","1035","485.596463850371","-63.80707229925802","1035","499.6469032243137","-35.70619355137257","1035","496.76917484487456","-41.461650310250924","1035"
"519","385.43325538042916","-266.1334892391417","1037","257.20530473644465","-522.5893905271107","1037","508.51885210810815","-19.96229578378368","1037","486.73986843719155","-63.52026312561686","1037","325.11873631354894","-386.7625273729021","1037"
"520","477.49079069598844","-84.01841860802308","1039","65.50180103871162","-907.9963979225768","1039","311.0173028071569","-416.9653943856862","1039","505.5323400965986","-27.935319806802745","1039","381.47910308509273","-276.04179382981454","1039"
"521","490.16613163721513","-60.66773672556974","1041","-63.888886897045154","-1168.7777737940903","1041","499.2825048539508","-42.43499029209836","1041","479.3403715816498","-82.31925683670048","1041","490.4408061612527","-60.11838767749458","1041"
"522","469.3659478461299","-104.26810430774017","1043","387.2554473171141","-268.4891053657718","1043","512.3885702585372","-18.222859482925422","1043","352.9090534534407","-337.1818930931185","1043","195.24481378212045","-652.5103724357591","1043"
"523","451.75107267282317","-141.4978546543537","1045","264.87733135492596","-515.2453372901481","1045","476.5856281492246","-91.82874370155082","1045","503.3218099761958","-38.35638004760837","1045","365.45217835078114","-314.0956432984377","1045"
"524","347.7559204675547","-351.4881590648906","1047","135.74865833875918","-775.5026833224816","1047","495.8488249984246","-55.302350003150806","1047","444.50453335132136","-157.9909332973573","1047","422.3225796971123","-202.35484060577537","1047"
"525","498.5555635071339","-51.888872985732235","1049","184.98801257448991","-679.0239748510202","1049","491.01296819682614","-66.97406360634774","1049","517.849902760527","-13.300194478946075","1049","474.3645902222498","-100.2708195555005","1049"
"526","513.3691445443668","-24.261710911266476","1051","-106.78854165255996","-1264.57708330512","1051","496.1607264291556","-58.67854714168883","1051","494.54505239817865","-61.909895203642684","1051","435.05555748059953","-180.888885038801","1051"
"527","512.5292389972133","-27.941522005573496","1053","199.0089101527734","-654.9821796944532","1053","492.5855418028459","-67.82891639430812","1053","484.48789625193615","-84.0242074961277","1053","317.93976163691184","-417.12047672617626","1053"
"528","432.74292627320875","-189.5141474535825","1055","-79.23434580866694","-1213.468691617334","1055","486.14046022460326","-82.71907955079352","1055","520.2687734614527","-14.462453077094583","1055","449.5462805813304","-155.90743883733919","1055"
"529","425.2492374022704","-206.50152519545924","1057","-422.110574485544","-1901.221148971088","1057","441.9815423590604","-173.03691528187917","1057","522.7673961305387","-11.465207738922624","1057","503.54354339689496","-49.9129132062101","1057"
"530","399.3311688736763","-260.3376622526474","1059","291.40188658473505","-476.19622683052984","1059","514.9838195888431","-29.032360822313933","1059","356.59614603667706","-345.8077079266459","1059","429.9270803109487","-199.14583937810252","1059"
"531","275.77837500751855","-509.44324998496296","1061","112.07792935144926","-836.8441412971015","1061","494.18110661578737","-72.6377867684253","1061","509.3651956267","-42.26960874660007","1061","412.3874342361147","-236.22513152777057","1061"
"532","460.3373308090221","-142.32533838195587","1063","137.92531229215297","-787.1493754156941","1063","481.1993735092108","-100.60125298157845","1063","482.15954144895016","-98.68091710209963","1063","512.770402809879","-37.45919438024203","1063"
"533","472.7348105945401","-119.53037881091988","1065","-336.8654538331823","-1738.7309076663646","1065","530.8805762857726","-3.238847428454764","1065","506.8750921274369","-51.24981574512613","1065","440.82803152779053","-183.3439369444189","1065"
"534","462.8677132397418","-141.2645735205164","1067","186.83517968200078","-693.3296406359984","1067","496.37867622347335","-74.24264755305329","1067","486.9260591035528","-93.14788179289442","1067","509.8514996860039","-47.29700062799221","1067"
"535","504.2338902376458","-60.532219524708324","1069","32.76814619233454","-1003.4637076153309","1069","431.84259140950684","-205.31481718098635","1069","404.52230023226275","-259.95539953547456","1069","477.67882906966713","-113.64234186066577","1069"
"536","464.1597899166431","-142.68042016671384","1071","-158.56822080017616","-1388.1364416003523","1071","527.3197404798163","-16.360519040367215","1071","475.95835403044407","-119.08329193911187","1071","526.4324163021138","-18.135167395772452","1071"
"537","354.4244563911144","-364.1510872177712","1073","109.30127497122862","-854.3974500575428","1073","383.0161887677642","-306.9676224644715","1073","513.0632834865401","-46.87343302691984","1073","435.42990548482106","-202.14018903035787","1073"
"538","393.19748591869916","-288.60502816260174","1075","155.53744782935513","-763.9251043412897","1075","529.889269536367","-15.221460927265914","1075","499.4658756707573","-76.0682486584853","1075","520.1742812364072","-34.651437527185635","1075"
"539","439.58617415245055","-197.82765169509895","1077","407.37514576294507","-262.2497084741099","1077","530.3744141870925","-16.251171625815005","1077","517.0369111510363","-42.926177697927436","1077","504.89496630121107","-67.21006739757786","1077"
"540","424.38682093423245","-230.22635813153508","1079","392.096909495711","-294.8061810085781","1079","460.9591400225598","-157.08171995488044","1079","531.0136215262224","-16.97275694755522","1079","519.6845115754037","-39.63097684919262","1079"
"541","314.9781457958095","-451.043708408381","1081","80.64158691514808","-919.7168261697038","1081","494.67502391651124","-91.64995216697757","1081","506.13971686498354","-68.72056627003293","1081","472.6717092473915","-135.65658150521705","1081"
"542","493.5258704332557","-95.94825913348863","1083","451.4727058493864","-180.05458830122723","1083","482.6660355743161","-117.6679288513678","1083","486.0428895969031","-110.91422080619382","1083","480.7734043280567","-121.45319134388657","1083"
"543","498.7400665065944","-87.51986698681122","1085","185.2840712646293","-714.4318574707414","1085","520.8482179191205","-43.30356416175895","1085","498.48239581054503","-88.03520837890993","1085","407.77518207389306","-269.4496358522139","1085"
"544","490.6029480427491","-105.79410391450176","1087","229.77628966872942","-627.4474206625412","1087","527.5897309818544","-31.82053803629119","1087","531.410433878129","-24.179132243741975","1087","431.1498624136905","-224.70027517261897","1087"
